name,serving_wt,kcal,carbo,protein,fat,year,company
멀티그레인앤토마토크리스피링,30.0,34.65,6.17,0.72,1.04,2017,성풍양행(주)
멀티그레인앤체다크리스피링,30.0,37.8,5.4,0.99,1.44,2017,성풍양행(주)
신화왕만두,150.0,468.75,78.75,15,9.38,2017,세린식품
피쮸짱초콜릿향,10.0,4.17,0.83,0.04,0.08,2017,세림
피쮸짱블루베리향,10.0,5.36,0.68,0.04,0.29,2017,세림
후루사토산다이,30.0,29.4,6.72,0.48,0.06,2017,손으로만드는사랑(주)
죠나마코우바이,30.0,22.49,5.1,0.42,0.05,2017,손으로만드는사랑(주)
죠나마바라,30.0,22.43,5.09,0.42,0.05,2017,손으로만드는사랑(주)
죠나마키쿄우,30.0,22.37,5.07,0.42,0.05,2017,손으로만드는사랑(주)
죠나마쵸우센마츠모토,30.0,22.37,5.07,0.42,0.05,2017,손으로만드는사랑(주)
죠나마하스,30.0,22.49,5.1,0.42,0.05,2017,손으로만드는사랑(주)
죠나마모미지,30.0,22.43,5.09,0.42,0.05,2017,손으로만드는사랑(주)
죠나마스즈란,30.0,22.43,5.09,0.42,0.05,2017,손으로만드는사랑(주)
죠나마코스모스,30.0,22.37,5.07,0.42,0.05,2017,손으로만드는사랑(주)
죠나마사쿠라,30.0,22.37,5.07,0.42,0.05,2017,손으로만드는사랑(주)
죠나마아지사이,30.0,22.25,5.07,0.39,0.05,2017,손으로만드는사랑(주)
쿠리요칸265,50.0,69.53,16.27,0.9,0.09,2017,손으로만드는사랑(주)
미니요우칸네리,30.0,25.91,6.16,0.29,0.02,2017,손으로만드는사랑(주)
미니요우칸오구라,30.0,25.91,6.11,0.31,0.02,2017,손으로만드는사랑(주)
미니요우칸맛차,30.0,25.89,6.09,0.35,0.02,2017,손으로만드는사랑(주)
유기농레몬앤오렌지쇼트브레드,30.0,42.94,6.04,0.54,1.85,2017,쉬즈하우스 
유기농초콜릿칩앤헤이즐넛쿠키,30.0,43.97,5.68,0.59,2.08,2017,쉬즈하우스 
유기농크록스코코넛비스킷위드위트시럽,30.0,45.72,5.04,0.72,2.52,2017,쉬즈하우스 
유기농크록스핏츠버터비스킷위드프레쉬밀크,30.0,41.76,6.48,0.72,1.44,2017,쉬즈하우스 
유기농블루베리잼비스킷,30.0,32.4,6.12,0.36,0.72,2017,쉬즈하우스 
유기농딸기잼비스킷,30.0,32.4,6.12,0.36,0.72,2017,쉬즈하우스 
유기농텐테이션오렌지,30.0,43.62,5.54,0.69,2.08,2017,쉬즈하우스 
유기농텐테이션헤이즐넛,30.0,45.35,5.19,0.69,2.42,2017,쉬즈하우스 
유기농텐테이션진저레몬,30.0,43.62,5.54,0.69,2.08,2017,쉬즈하우스 
포커코코아웨이퍼,30.0,45.6,5.4,0.6,2.4,2017,쉬즈하우스 
포커헤이즐넛웨이퍼,30.0,46.8,5.7,0.6,2.4,2017,쉬즈하우스 
포커바닐라웨이퍼,30.0,46.8,6,0.3,2.4,2017,쉬즈하우스 
스무즈코코넛,100.0,163.08,22.15,0.92,8,2017,스무즈코코넛코리아 
스무즈망고,100.0,107.69,16.92,0.46,3.85,2017,스무즈코코넛코리아 
스무즈핑크구아바,100.0,107.69,16.92,0.46,3.85,2017,스무즈코코넛코리아 
스콘자레인보우보스턴빈,30.0,45.0,7.2,0.9,1.35,2017,스위트문(sweet moon)
스콘자요거트프레즐,30.0,43.5,6.3,0.6,1.8,2017,스위트문(sweet moon)
켄돈6컬러스트라이프롤리팝,10.0,4.55,1.09,0,0,2017,스위트문(sweet moon)
"켄돈2컬러(오렌지,블랙)스트라이프",10.0,4.55,1.09,0,0,2017,스위트문(sweet moon)
켄돈3컬러(레드/핑크/화이트)스트라이프,10.0,4.55,1.09,0,0,2017,스위트문(sweet moon)
"켄돈3컬러(레드,화이트,그린)스트라이프",10.0,3.57,0.86,0,0,2017,스위트문(sweet moon)
켄돈6컬러파스텔롤리팝,10.0,4.55,1.09,0,0,2017,스위트문(sweet moon)
"켄돈3컬러(레드,화이트,블루)스트라이프",10.0,4.55,1.09,0,0,2017,스위트문(sweet moon)
켄돈2컬러(블렉/화이트)스트라이프,10.0,4.55,1.09,0,0,2017,스위트문(sweet moon)
카페캔디,10.0,3.75,0.94,0,0,2017,스위트문(sweet moon)
오렌지맛캔디,10.0,3.75,0.94,0,0,2017,스위트문(sweet moon)
레몬향캔디,10.0,3.75,0.94,0,0,2017,스위트문(sweet moon)
라임향캔디,10.0,3.75,0.94,0,0,2017,스위트문(sweet moon)
체리향캔디,10.0,3.75,0.94,0,0,2017,스위트문(sweet moon)
베리향캔디,10.0,3.75,0.94,0,0,2017,스위트문(sweet moon)
포도향캔디,10.0,3.75,0.94,0,0,2017,스위트문(sweet moon)
과일향플래셔캔디,10.0,3.75,0.94,0,0,2017,스위트문(sweet moon)
페퍼민트캔디,10.0,3.75,0.94,0,0,2017,스위트문(sweet moon)
블루페퍼민트캔디,10.0,3.75,0.94,0,0,2017,스위트문(sweet moon)
버터스카치향캔디,10.0,3.75,0.94,0,0,2017,스위트문(sweet moon)
수박향캔디,10.0,3.75,0.94,0,0,2017,스위트문(sweet moon)
스콘자비브란트핑크조단아몬드,30.0,45.0,7.2,0.9,1.35,2017,스위트문(sweet moon)
스콘자비브란트믹스조단아몬드,30.0,45.0,7.2,0.9,1.35,2017,스위트문(sweet moon)
스콘자파스텔핑크조단아몬드,30.0,45.0,7.2,0.9,1.35,2017,스위트문(sweet moon)
스콘자파스텔옐로우조단아몬드,30.0,45.0,7.2,0.9,1.35,2017,스위트문(sweet moon)
스콘자파스텔라벤더조단아몬드,30.0,45.0,7.2,0.9,1.35,2017,스위트문(sweet moon)
스콘자레드조단아몬드,30.0,49.5,7.2,0.9,1.8,2017,스위트문(sweet moon)
스콘자파스텔그린조단아몬드,30.0,45.0,7.2,0.9,1.35,2017,스위트문(sweet moon)
스콘자블랙조단아몬드,30.0,45.0,7.2,0.9,1.35,2017,스위트문(sweet moon)
스콘자보스턴빈,30.0,45.0,7.2,0.9,1.35,2017,스위트문(sweet moon)
스콘자프렌치번트피넛,30.0,45.0,6.3,0.9,1.8,2017,스위트문(sweet moon)
스콘자비브란트그린조단아몬드,30.0,45.0,7.2,0.9,1.35,2017,스위트문(sweet moon)
스콘자요거트피넛,30.0,54.0,4.5,0.9,3.42,2017,스위트문(sweet moon)
스콘자비브란트오렌지향조단아몬드,30.0,45.0,7.2,0.9,1.35,2017,스위트문(sweet moon)
스콘자요거트아몬드,30.0,54.0,4.5,0.9,3.42,2017,스위트문(sweet moon)
스콘자그릭요거트레이즌,30.0,45.0,6.3,0.9,1.8,2017,스위트문(sweet moon)
스콘자비브란트옐로우조단아몬드,30.0,45.0,7.2,0.9,1.35,2017,스위트문(sweet moon)
스콘자비브란트퍼플조단아몬드,30.0,45.0,7.2,0.9,1.35,2017,스위트문(sweet moon)
스콘자어쏘티드스탠다드조단아몬드,30.0,45.0,7.2,0.9,1.17,2017,스위트문(sweet moon)
프렌치민트향캔디,10.0,3.93,1,0,0,2017,스위트문(sweet moon)
커피향캔디,10.0,3.93,1,0,0,2017,스위트문(sweet moon)
사우어체리향캔디,10.0,3.93,1,0,0,2017,스위트문(sweet moon)
혼합과일향캔디,10.0,3.93,1,0,0,2017,스위트문(sweet moon)
사우어레몬향캔디,10.0,3.93,1,0,0,2017,스위트문(sweet moon)
트로피컬과일향캔디,10.0,3.93,1,0,0,2017,스위트문(sweet moon)
와일드베리향캔디,10.0,3.93,1,0,0,2017,스위트문(sweet moon)
점보드롭스,10.0,3.85,0.92,0,0,2017,스위트문(sweet moon)
빅키페그아기치발과자,30.0,35.53,7.11,1.66,0.12,2017,스타라인코리아
구촘프워터멜론향,30.0,27.0,6.9,0,0,2017,스포메이트
구촘프블루베리석류향,30.0,27.0,6.9,0,0,2017,스포메이트
구촘프오렌지향,30.0,27.0,6.9,0,0,2017,스포메이트
하늘가참깨엿강정,30.0,45.0,4.86,1.26,2.34,2017,신궁전통한과
참깨강정,30.0,45.0,4.86,1.26,2.34,2013,신궁전통한과
밀크비스킷,30.0,45.63,6.17,0.63,1.99,2017,신세계푸드
벨지안다크초코청크앤헤이즐넛쿠키,30.0,47.93,5.13,0.54,2.75,2017,신세계푸드
벨지안화이트초코청크앤레몬쿠키,30.0,44.1,5.4,0.45,2.21,2017,신세계푸드
트리플벨지안초코청크쿠키,30.0,45.45,5.54,0.5,2.34,2017,신세계푸드
오트플레이크앤레이진쿠키,30.0,42.3,5.31,0.45,2.12,2017,신세계푸드
8체리앤아몬드올버터쿠키,30.0,41.76,5.44,0.61,1.91,2017,신세계푸드
8벨지안화이트초콜렛청크올버터쿠키,30.0,46.8,5.51,0.54,2.48,2017,신세계푸드
8프랩잭올버터쿠키,30.0,40.32,5.44,0.5,1.76,2017,신세계푸드
8벨지안트리플초콜렛청크올버터쿠키,30.0,45.72,5.44,0.54,2.38,2017,신세계푸드
플레인브래드스틱,30.0,31.39,6.3,1.22,0.14,2017,신세계푸드
버터바닐라쿠키,30.0,48.86,4.95,0.45,3.02,2017,신세계푸드
치즈트위스트,30.0,45.6,4.65,1.17,2.43,2017,신세계푸드
어니언&차이브트위스트,30.0,44.7,4.8,1.08,2.31,2017,신세계푸드
숏브래드핑거,30.0,47.25,5.31,0.5,2.61,2017,신세계푸드
데리야끼치킨삼각김밥,150.0,337.5,60.75,11.25,5.85,2017,신세계푸드
매콤참치삼각김밥,100.0,154.06,31.05,4.14,1.48,2017,신세계푸드
양념갈비맛삼각김밥,100.0,150.46,29.42,4.3,1.73,2017,신세계푸드
광양불고기,100.0,139.49,28.58,3.73,1.14,2017,신세계푸드
매콤참치김밥,100.0,144.05,25.68,4.75,2.48,2017,신세계푸드
돈까스에그샌드위치,100.0,250.74,26.75,9.55,11.73,2017,신세계푸드
베이컨토마토샌드위치,150.0,476.45,63.27,18,16.82,2017,신세계푸드
치킨클럽샌드위치,150.0,374.67,46.74,18.34,12.7,2017,신세계푸드
델리코코,30.0,54.0,4.32,0,3.96,2017,신진사
커피죠이,30.0,43.88,6.53,0.6,1.69,2017,신화팝빌리지 
리코스라운드나쵸칩,30.0,43.07,6.11,0.64,1.93,2017,신화팝빌리지 
리코스미니라운드나쵸칩,30.0,43.07,6.11,0.64,1.93,2017,신화팝빌리지 
진진부스트캔디,10.0,3.75,0.94,0,0,2017,썬앤드피크
진진부스트,10.0,3.75,0.94,0,0,2017,썬앤드피크
15곡브라운라이스롤블랙슬림,30.0,59.85,5.04,0.5,3.02,2017,쏠코리아 
델리코코크리스피코코스파이시(고추2.44%함유),30.0,54.0,4.5,0,2.99,2017,쏠코리아 
델리코코크리스피코코오리지날,30.0,54.0,4.5,0,2.99,2017,쏠코리아 
15곡브라운라이스롤,30.0,51.94,4.65,0.6,3.45,2017,쏠코리아 
헬로키티샌드위치크래커초코렛크림,30.0,46.08,5.76,0.36,2.52,2017,쏠코리아 
초코휠,30.0,48.0,5.94,0.54,2.4,2017,씨마스타 
트윈툭라이트,30.0,45.0,5.76,0.68,2.16,2017,씨마스타 
초코휠더블,30.0,41.54,6.85,0.66,1.25,2017,씨마스타 
모롤블랙버서스화이트,30.0,42.54,6.78,0.48,1.5,2017,씨마스타 
파스틸라프룬앤월넛,30.0,42.0,4.5,0.6,2.4,2017,씨앤에이치에프에스(주)
산니카시오,30.0,41.76,2.07,0.27,3.6,2017,씨에스알앤컴퍼니(주)
몬트쿠키레드,30.0,39.6,6.48,0.36,1.3,2017,씨에이치글로벌
몬트쿠키블루,30.0,39.6,6.48,0.36,1.3,2017,씨에이치글로벌
몬트쿠키초코,30.0,41.4,5.76,0.36,1.8,2017,씨에이치글로벌
카사바칩,30.0,44.33,6.75,0.27,1.89,2017,씨피
엠핑굴리,30.0,29.1,4.68,0.72,0.9,2017,아성무역
꾸루북바왕,30.0,16.8,3,0.3,0.3,2017,아성무역
탕고와퍼렌야초콜릿,30.0,42.63,6.63,0.47,1.66,2017,아성무역
탕고와퍼렌야수수바닐라,30.0,42.63,6.16,0.47,1.89,2017,아성무역
크리픽피상케주,30.0,43.5,6.48,0.36,1.8,2017,아성무역
바왕고랭,30.0,49.5,5.4,0.9,2.7,2017,아성무역
크루푹미니슈퍼,30.0,43.2,5.22,0.29,2.34,2017,아성무역
까짱반둥,30.0,43.2,4.23,1.08,2.43,2017,아성무역
문처그린피스,30.0,39.86,5.14,1.8,1.67,2017,아이네스트레이딩(주)
보이바왕콘닉크레촌마녹플레이버,30.0,39.9,6,0.9,1.5,2017,아이네스트레이딩(주)
보이바왕콘닉크마늘맛,30.0,44.7,5.7,0.9,2.1,2017,아이네스트레이딩(주)
콘비츠믹스,30.0,41.14,5.53,1.41,1.67,2017,아이네스트레이딩(주)
감자고기찐만두(아하양짓말감자고기찐만두),150.0,487.5,52.5,18,22.5,2017,아하식품
파스티케디산타마리아노벨라,30.0,36.23,8.68,0.11,0.13,2017,안드레아플러스
프릭세바닐라향밀크와퍼스틱,30.0,44.6,6.36,0.49,1.91,2017,앤에스무역
프릭세티라미슈와퍼스틱,30.0,46.26,6.93,0.5,2.07,2017,앤에스무역
뉴베이커리클래씩쿠키,30.0,43.91,5.12,0.57,2.32,2017,야쿠브 엔터프라이지즈(YAQUB Ent)
지라플러스비스킷,30.0,40.95,6.22,0.61,1.68,2017,야쿠브 엔터프라이지즈(YAQUB Ent)
클라씩케이크러스크,30.0,44.1,5.4,0.45,2.25,2017,야쿠브 엔터프라이지즈(YAQUB Ent)
좋은원초골라300℃고온으로한번더구워더바삭한양반김,4.0,1.04,0.03,0.03,0.09,2017,양반
김용의모란각속찬만두,150.0,472.5,51,19.5,21,2017,엄지식품
전자렌지용찐만두,150.0,421.88,42.86,20.09,18.75,2017,엄지식품
해피베이비크리미-유기농코코넛과자(딸기맛),30.0,41.79,9,0,0.64,2017,에리카스클로젯엘엘씨 유한회사
해피베이비크리미-유기농코코넛과자(망고맛),30.0,36.64,7.71,0,0.64,2017,에리카스클로젯엘엘씨 유한회사
해피베이비크리미-유기농코코넛과자(사과맛),30.0,41.79,9,0,0.64,2017,에리카스클로젯엘엘씨 유한회사
해피베이비퍼프(사과맛),30.0,36.0,7.8,1.2,0,2017,에리카스클로젯엘엘씨 유한회사
해피베이비퍼프(딸기맛),30.0,36.0,7.8,1.2,0,2017,에리카스클로젯엘엘씨 유한회사
해피베이비퍼프(바나나맛),30.0,36.0,7.8,1.2,0,2017,에리카스클로젯엘엘씨 유한회사
해피베이비퍼프(야채맛),30.0,36.0,7.8,1.2,0,2017,에리카스클로젯엘엘씨 유한회사
해피베이비퍼프(고구마맛),30.0,36.0,7.8,1.2,0,2017,에리카스클로젯엘엘씨 유한회사
"해피크리미-유기농코코넛과자(사과,시금치,콩&키위)",30.0,41.79,9,0,0.64,2017,에리카스클로젯엘엘씨 유한회사
72마카롱레몬,30.0,40.5,4.5,0.9,2.1,2017,에스에이치에스
72마카롱커피,30.0,40.5,4.5,0.9,2.1,2017,에스에이치에스
72마카롱라즈베리,30.0,40.5,4.5,0.9,2.1,2017,에스에이치에스
72마카롱바닐라향,30.0,40.5,4.5,0.9,2.1,2017,에스에이치에스
72마카롱초코,30.0,40.5,4.5,0.9,2.1,2017,에스에이치에스
참깨당과,60.0,93.0,9,4.8,2.4,2013,에스엔에프에씨
잭푸르츠칩,30.0,38.57,7.07,0.64,0.96,2017,에스엔에프에씨
믹시드푸르츠칩,10.0,4.4,0.78,0.08,0.11,2017,에스엔에프에씨
파인애플크래커,30.0,46.5,4.5,2.4,1.2,2017,에스엔에프에씨
브라운바나나칩,30.0,26.64,2.16,1.8,0.72,2017,에스엔에프에씨
프링글스양파맛,30.0,48.21,4.5,0.32,2.89,2017,에스이코스탑(주)
프링글스체다치즈맛,30.0,48.21,4.82,0.32,2.89,2017,에스이코스탑(주)
프링글스오리지날,30.0,48.21,4.82,0.32,2.89,2017,에스이코스탑(주)
스페셜크림크레커,30.0,46.36,5.73,0.82,1.64,2017,에스이코스탑(주)
버터쿠키,30.0,45.6,5.85,0.45,2.25,2017,에스이코스탑(주)
미션토르틸라칩스바비큐맛,30.0,42.12,5.62,0.72,1.76,2017,에스이코스탑(주)
미션토르틸라칩스토마토맛,30.0,42.84,5.47,0.68,1.91,2017,에스이코스탑(주)
웰치스믹스후르츠맛젤리,10.0,3.08,0.73,0.04,0,2017,에쓰시인터내셔날(주)
소르베토디리모네,100.0,116.0,24.5,0.2,0,2017,에우키온코리아유한회사
소르베토디아랸챠로싸,30.0,10.62,2.29,0.02,0,2017,에우키온코리아유한회사
소르베토디만다리노,30.0,9.54,2.02,0.02,0,2017,에우키온코리아유한회사
유기농오렌지요거트드림즈,30.0,36.96,6.75,1.29,0.51,2017,에이아이오(AIO)인터네셔널
유기농바나나망고요거트드림즈,70.0,201.25,36.75,7,2.8,2017,에이아이오(AIO)인터네셔널
유기농딸기요거트드림즈,100.0,392.86,71.43,14.29,6.07,2017,에이아이오(AIO)인터네셔널
유기농블루베리요거트드림즈,70.0,201.25,36.75,7,2.98,2017,에이아이오(AIO)인터네셔널
겐지파이,30.0,50.57,5.01,0.56,3.13,2017,에코푸드
건빵,30.0,37.8,7.2,0.9,0.6,2017,에코푸드
쯔마미그린마메,30.0,39.55,5.73,1.64,1.09,2017,에코푸드
쯔마미와사비맛그린마메,30.0,38.18,6,1.64,0.9,2017,에코푸드
쯔마미와사비맛빈스,30.0,40.91,5.45,1.91,1.25,2017,에코푸드
쯔마미오징어맛땅콩,30.0,47.73,4.09,1.64,2.73,2017,에코푸드
쯔마미새우맛땅콩,30.0,47.73,4.09,1.64,2.73,2017,에코푸드
쯔마미프라이빈스,30.0,39.55,5.18,1.91,1.28,2017,에코푸드
쯔마미노리쇼우피넛,30.0,51.55,3,2.18,3.55,2017,에코푸드
와사비그린마메,30.0,38.18,6,1.64,0.9,2017,에코푸드
와사비빈스,30.0,40.91,5.45,1.91,1.28,2017,에코푸드
리츠크래커,30.0,46.43,5.63,0.63,2.35,2017,에코푸드
무기후아바닐라맛웨이퍼,30.0,44.1,6.3,0.6,1.8,2017,에코푸드
오레오,30.0,41.63,6.24,0.45,2.03,2017,에코푸드
리츠치즈샌드크래커,30.0,48.3,4.95,0.81,2.79,2017,에코푸드
스틱롤코코아맛,30.0,42.12,6.95,0.45,1.42,2017,에코푸드
스틱롤바닐라맛,30.0,40.86,7.18,0.45,1.17,2017,에코푸드
렉서스초코렛크림샌드위치,30.0,47.84,5.68,0.71,2.61,2017,에코푸드
렉서스치즈크림샌드위치,30.0,48.08,5.45,0.71,2.61,2017,에코푸드
렉서스피넛버터샌드위치,30.0,46.89,5.49,0.9,2.37,2017,에코푸드
밤모양시구레,30.0,31.18,7.39,0.45,0,2017,에코푸드
쇼우가쯔마미,30.0,34.8,8.1,0.3,0.2,2017,에코푸드
오코노미요깡,50.0,70.0,16.88,0.63,0,2017,에코푸드
고마도락꾸,30.0,41.91,6.45,0.9,1.39,2017,에코푸드
라카도락구,30.0,41.25,6.72,0.9,1.17,2017,에코푸드
와사비마메,30.0,38.18,6,1.64,0.9,2017,에코푸드
쯔마미이찌방그린마메,30.0,39.55,5.73,1.64,1.09,2017,에코푸드
쯔마미이찌방와사비맛그린마메,30.0,38.18,6,1.64,0.9,2017,에코푸드
쯔마미이찌방와사비맛빈스,30.0,40.91,5.45,1.91,1.25,2017,에코푸드
쯔마미이찌방오징어맛땅콩,30.0,47.73,4.09,1.64,2.73,2017,에코푸드
쯔마미이찌방새우맛땅콩,30.0,47.73,4.09,1.64,2.73,2017,에코푸드
쯔마미이찌방프라이빈스,30.0,39.55,5.18,1.91,1.28,2017,에코푸드
쯔마미이찌방노리쇼우피넛,30.0,51.55,3,2.18,3.55,2017,에코푸드
리츠치즈샌드크래커,30.0,48.3,4.95,0.81,2.79,2017,에코푸드
유기농트루루츠오렌지진저큐키스,30.0,45.0,5.46,0.32,2.25,2017,에포크라인
유기농트루루츠클래식바닐라큐키스,30.0,45.0,5.46,0.64,2.25,2017,에포크라인
유기농트루루츠에이션트쓰리시드큐키스,30.0,45.0,5.14,0.64,2.25,2017,에포크라인
유기농트루루츠아즈텍초콜릿천크큐키스,30.0,45.0,4.82,0.32,2.57,2017,에포크라인
유기농트루루츠리치초콜릿칩큐키스,30.0,45.0,5.46,0.32,2.25,2017,에포크라인
플레인크래커,30.0,39.75,6.68,0.75,1.13,2017,엔제이
밀크크림샌드비스켓,30.0,44.55,5.79,0.58,2.12,2017,엔제이
카스타드크림샌드비스켓,30.0,44.55,5.79,0.58,2.12,2017,엔제이
구미100,23.0,17.41,4.05,0.25,0.02,2013,엔제이
생강사탕,10.0,3.8,0.95,0,0,2017,엔제이
미림데리야끼,30.0,34.29,8.24,0.14,0.09,2017,엔제이
하베스트로스트아몬드비스킷,30.0,46.49,5.83,0.52,2.34,2017,엔제이
하베스트버터토스트비스킷,30.0,45.2,6.05,0.51,2.11,2017,엔제이
송로,30.0,28.8,6.66,0.54,0,2017,엔제이
아즈끼모나카,30.0,27.27,6.27,0.55,0,2017,엔제이
부르본키도리꼬,30.0,45.0,6.27,0.54,1.92,2017,엔제이
오레오크림샌드위치쿠키,30.0,45.0,6.33,0.45,1.91,2017,엔제이
요구르트라무네,200.0,1458.82,364.71,0,0,2017,엔제이
구미100,10.0,3.29,0.77,0.05,0,2017,엔제이
리츠치즈샌드위치크래커,30.0,49.56,5.09,0.84,2.87,2017,엔제이
이네노사토,30.0,41.16,6.51,0.54,1.44,2017,엔제이
유끼노야도,30.0,41.59,6.67,0.37,1.49,2017,엔제이
에비코마루,30.0,34.29,8.24,0.14,0.09,2017,엔제이
쇼가쯔마미,30.0,36.0,8.23,0.26,0.26,2017,엔제이
송로,30.0,28.83,6.69,0.45,0.03,2017,엔제이
커피향사탕,10.0,3.85,0.92,0,0,2017,엔제이
땅콩사탕,10.0,4.23,0.85,0.05,0.07,2017,엔제이
염맛사탕,10.0,3.84,0.96,0,0,2017,엔제이
말차(녹차)향사탕,10.0,3.75,0.94,0,0,2017,엔제이
계피향사탕,10.0,3.85,0.98,0,0,2017,엔제이
하카아메,10.0,3.67,0.97,0,0,2017,엔제이
매실향사탕,10.0,3.75,1,0,0,2017,엔제이
푸치린젤리빈스,10.0,3.85,0.92,0,0,2017,엔제이
오레오비츠바닐라샌드위치,30.0,44.1,6.3,0.5,1.89,2017,엔제이
리츠비츠치즈샌드위치,30.0,49.05,4.86,0.77,2.93,2017,엔제이
리츠크래커,30.0,46.23,5.63,0.63,2.35,2017,엔제이
호빵맨구미,10.0,3.19,0.74,0.06,0,2017,엔제이
초코초코별,30.0,49.57,5.54,0.29,2.92,2017,엔제이
아지고코로모나카,30.0,27.3,6.42,0.32,0.04,2017,엔제이
마메구락부,30.0,38.34,6.35,1.15,0.93,2017,엔제이
망고맛푸딩,100.0,84.62,21.08,0,0,2017,엠.오.에이 인터내셔널
타타와딸기쨈쿠키,30.0,33.84,6.48,0.36,0.72,2017,엠.오.에이 인터내셔널
타타와초콜릿크림쿠키,30.0,48.6,5.4,1.08,2.52,2017,엠.오.에이 인터내셔널
리츠크래커,30.0,46.91,5.67,0.55,2.45,2017,여리수
리츠샌드위치크랙커치즈,30.0,47.67,5.57,0.67,2.5,2017,여리수
연세우유(연세대학교연세우유),200.0,260.0,20,12,14,2017,연세대학교연세우유
연세우유행복비타민(연세대학교연세우유),200.0,260.0,20,12,14,2017,연세대학교연세우유
연세우유세브란스고칼슘(연세대학교연세우유),200.0,260.0,20,12,14,2017,연세대학교연세우유
연세자녀사랑키짱(연세대학교연세우유),200.0,260.0,20,12,14,2017,연세대학교연세우유
연세우유저지방+칼슘(연세대학교연세우유),200.0,180.0,20,4,4,2017,연세대학교연세우유
ΩMEGA3건강박사(연세대학교연세우유),200.0,260.0,20,12,14,2017,연세대학교연세우유
우유속에초콜릿(명가유업),200.0,280.0,48,8,8,2017,연세대학교연세우유
우유속에바나나(명가유업),200.0,320.0,44,12,12,2017,연세대학교연세우유
우유속에딸기(명가유업),200.0,280.0,40,12,8,2017,연세대학교연세우유
연세랑플레인(풀무원다논),100.0,90.0,16,3,1.9,2017,연세대학교연세우유
연세랑딸기(풀무원다논),100.0,95.0,17,3,1.8,2017,연세대학교연세우유
연세랑블루베리(풀무원다논),100.0,85.0,15,3,1.6,2017,연세대학교연세우유
세브란스위락(연세대학교연세우유),150.0,236.25,33.75,6.75,6.75,2017,연세대학교연세우유
연세오메가3(연세대학교연세우유),150.0,170.0,28,5,4,2017,연세대학교연세우유
자일리톨함유세요(연세대학교연세우유),150.0,123.75,29.25,2.25,0,2017,연세대학교연세우유
쉼블루베리(이담),150.0,213.75,33.75,6.75,6.75,2017,연세대학교연세우유
쉼골드키위&망고(이담),150.0,202.5,27,6.75,6.75,2017,연세대학교연세우유
키짱yogurt(연세대학교연세우유),100.0,100.0,16,4,2.5,2017,연세대학교연세우유
버터맛테디베어쿠키,30.0,36.0,5.4,0.21,1.5,2017,영남코프레이션
유기농바나나칩,30.0,46.62,5.94,0.18,2.52,2017,영남코프레이션
유기농바닐라맛사과칩,30.0,27.9,6.84,0.18,0,2017,영남코프레이션
뉴트로초콜릿향크림웨하스,30.0,45.29,5.52,0.58,2.32,2017,영남코프레이션
크로코스택앤프레첼,30.0,36.68,6.41,0.9,0.83,2017,영남코프레이션
오트25텐그레인,30.0,45.36,5.76,0.72,2.16,2017,영남코프레이션
텐넨코우보노크래커,30.0,40.0,7,1,1,2017,영남코프레이션
두유맛웨하스,30.0,51.43,5.14,0.64,3.21,2017,영남코프레이션
참깨맛센베이,30.0,36.0,7.2,0.45,0.65,2017,영남코프레이션
이소노카오리센베이,30.0,37.8,7.56,0.9,0.45,2017,영남코프레이션
타마고보로,30.0,39.81,9.69,0,0,2017,영남코프레이션
수퍼푸르츠라즈베리앤석류,30.0,34.5,5.73,0.63,0.78,2017,영남코프레이션
수퍼푸르츠크랜베리앤블루베리,30.0,33.0,5.94,0.63,0.78,2017,영남코프레이션
수퍼푸르츠스트로베리앤블랙커런트,30.0,36.0,5.82,0.6,1.05,2017,영남코프레이션
살구뮤즐리바,30.0,37.8,4.89,0.87,1.65,2017,영남코프레이션
초콜릿뮤즐리바,30.0,40.5,4.98,0.84,1.92,2017,영남코프레이션
요거트뮤즐리바,30.0,40.8,4.92,0.93,1.92,2017,영남코프레이션
오트25딸기,30.0,45.36,5.94,0.58,2.16,2017,영남코프레이션
치즈샌드위치,30.0,48.54,5.79,0.55,2.57,2017,영남코프레이션
피넛버터샌드위치,30.0,48.0,5.4,0.6,2.4,2017,영남코프레이션
뉴트로바닐라향크림웨하스,30.0,50.81,4.94,0.58,3.19,2017,영남코프레이션
뉴트로딸기향크림웨하스,30.0,49.65,4.65,0.58,3.19,2017,영남코프레이션
뉴트로초콜릿향크림웨하스,31.0,48.36,5.89,0.62,2.48,2013,영남코프레이션
빅토리크림커피캔디,10.0,4.23,0.92,0,0.08,2017,영남코프레이션
빅토리버터스카치캔디,10.0,4.38,0.92,0,0.08,2017,영남코프레이션
바나나칩,30.0,21.6,2.61,0.09,1.08,2017,영우무역
사쿠사쿠와사비코,30.0,42.03,6.16,1.8,1.12,2017,예광인터내셔널
와사비마메,30.0,38.7,6.04,1.48,0.95,2017,예광인터내셔널
스다래양갱,50.0,82.75,19.5,1.25,0.25,2017,예광인터내셔널
치즈콘,30.0,54.64,3.21,0.96,4.18,2017,예광인터내셔널
시카고믹스,30.0,45.0,5.46,0.64,2.57,2017,예광인터내셔널
웡카캔디믹스업(고브스토퍼),10.0,4.0,1,0,0,2017,예스통상
스팽글러덤덤롤리팝스,10.0,4.0,1,0,0,2017,예스통상
도리토스나쵸치즈맛토틸라칩,28.0,41.44,4.76,0.56,2.24,2013,예스통상
