name,serving_wt,kcal,carbo,protein,fat,company
맛있는라면,115,552,88.55,11.5,18.4,삼양식품
포장마차우동얼큰한맛,120,495,80.04,9.96,15,삼양식품
포장마차우동얼큰한맛,120,594,96.05,11.95,18,삼양식품
나가사끼짬뽕,100,413,69.6,8.7,11.3,삼양식품
나가사끼홍짬뽕,120,500.88,82.44,9.36,14.64,삼양식품
나가사끼홍짬뽕,120,601.06,98.93,11.23,17.57,삼양식품
한우특+뿔면,120,495.6,76.2,10.44,16.68,삼양식품
한우특+뿔면,120,594.72,91.44,12.53,20.02,삼양식품
토마토비비올레,120,465.6,76.8,7.68,14.4,삼양식품
토마토비비올레,120,558.72,92.16,9.22,17.28,삼양식품
된장라면,120,594,93.6,12,19.2,삼양식품
부셔먹는라면스낵불닭,90,382.5,55.8,7.2,14.4,삼양식품
부셔먹는라면스낵불닭,90,425,62,8,16,삼양식품
이마트볶음짜장,100,382.1,60,10,11.4,삼양식품
하바네로짬뽕,120,511.32,79.32,11.52,16.68,삼양식품
하바네로짬뽕,120,613.58,95.18,13.82,20.02,삼양식품
하이리빙파워라면,120,612,96,13.2,19.2,삼양식품
컵삼양라면,65,191.75,27.3,3.25,7.8,삼양식품
큰컵삼양라면,115,563.5,85.1,11.5,19.55,삼양식품
컵나가사끼짬뽕,100,461.5,64.6,9.2,18.5,삼양식품
큰컵나가사끼짬뽕,100,428.6,65.7,8.6,14.3,삼양식품
컵맛있는라면,65,185.25,27.3,3.25,7.15,삼양식품
큰컵맛있는라면,112,543.2,79.52,11.2,20.16,삼양식품
육개장,100,441.9,65.1,8.1,16.3,삼양식품
큰컵간짬뽕,100,395.2,56.2,8.6,15.2,삼양식품
컵불닭볶음면,120,480,72,10.32,17.16,삼양식품
컵불닭볶음면,120,576,86.4,12.38,20.59,삼양식품
큰컵불닭볶음면,100,404.8,60,8.6,14.3,삼양식품
큰컵유부우동,80,338.16,53.84,5.84,10.88,삼양식품
큰컵유부우동,80,270.53,43.07,4.67,8.7,삼양식품
큰컵짜짜로니,120,480,69.72,11.4,17.16,삼양식품
큰컵짜짜로니,120,576,83.66,13.68,20.59,삼양식품
국물자작치즈커리,80,356.96,51.68,7.36,13.52,삼양식품
국물자작치즈커리,80,285.57,41.34,5.89,10.82,삼양식품
국물자작라볶이,80,332.32,54.16,7.36,9.84,삼양식품
국물자작라볶이,80,265.86,43.33,5.89,7.87,삼양식품
도전!하바네로컵짜장,80,332.32,54.16,8.64,8.64,삼양식품
도전!하바네로컵짜장,80,265.86,43.33,6.91,6.91,삼양식품
면왕500,100,446.2,66.2,7.7,16.9,삼양식품
CU해물탕컵,80,335.2,51.04,6.88,11.44,삼양식품
CU해물탕컵,80,268.16,40.83,5.5,9.15,삼양식품
강릉교동반점짬뽕,120,512.76,78.6,9.84,17.4,삼양식품
강릉교동반점짬뽕,120,615.31,94.32,11.81,20.88,삼양식품
수타면,120,500.44,81.15,9.99,15.1,삼양식품
수타면,120,600.52,97.38,11.99,18.12,삼양식품
대관령유기농우유,200,140,10,8,7.4,삼양식품
대관령유기농우유,200,280,20,16,14.8,삼양식품
대관령목장유기우유,200,120,10,6,6,삼양식품
대관령목장유기우유,200,240,20,12,12,삼양식품
프라임엘골드하루1000병귀한우유,200,120,10,6,6.4,삼양식품
프라임엘골드하루1000병귀한우유,200,240,20,12,12.8,삼양식품
대관령단일목장우유,200,130,10,6,7.4,삼양식품
대관령단일목장우유,200,260,20,12,14.8,삼양식품
목장우유,200,130,8,6,7.8,삼양식품
목장우유,200,260,16,12,15.6,삼양식품
강원대관령우유,200,130,10,6,7.8,삼양식품
강원대관령우유,200,260,20,12,15.6,삼양식품
후레쉬우유,200,130,10,6,7,삼양식품
후레쉬우유,200,260,20,12,14,삼양식품
대관령고원우유,200,130,10,6,7.4,삼양식품
대관령고원우유,200,260,20,12,14.8,삼양식품
강원도산원유로만든강원우유,200,130,10,6,7.4,삼양식품
강원도산원유로만든강원우유,200,260,20,12,14.8,삼양식품
삼양우유,200,130,10,6,7.4,삼양식품
삼양우유,200,260,20,12,14.8,삼양식품
아침&후레쉬우유,200,130,10,6,7.4,삼양식품
아침&후레쉬우유,200,260,20,12,14.8,삼양식품
제주우유,200,120,10,6,6.8,삼양식품
제주우유,200,240,20,12,13.6,삼양식품
제주의마음,200,120,10,6,6.6,삼양식품
제주의마음,200,240,20,12,13.2,삼양식품
유기농성이시돌목장우유,200,120,10,6,6.6,삼양식품
유기농성이시돌목장우유,200,240,20,12,13.2,삼양식품
제주의아침내츄럴우유,200,120,10,6,6.6,삼양식품
제주의아침내츄럴우유,200,240,20,12,13.2,삼양식품
제주방목우유,200,120,10,6,6.6,삼양식품
제주방목우유,200,240,20,12,13.2,삼양식품
유기농자연그대로우유,200,120,10,6,6.6,삼양식품
유기농자연그대로우유,200,240,20,12,13.2,삼양식품
SSGMILK,200,120,10,6,6.6,삼양식품
SSGMILK,200,240,20,12,13.2,삼양식품
제주도푸른자연을담은유기농우유,200,120,10,6,6.6,삼양식품
제주도푸른자연을담은유기농우유,200,240,20,12,13.2,삼양식품
제주맑은우유,200,120,10,6,6.6,삼양식품
제주맑은우유,200,240,20,12,13.2,삼양식품
대관령저지방밸런스,200,80,10,6,2,삼양식품
대관령저지방밸런스,200,160,20,12,4,삼양식품
아침&저지방우유,200,80,10,6,2,삼양식품
아침&저지방우유,200,160,20,12,4,삼양식품
삼양저지방우유,200,80,10,6,2,삼양식품
삼양저지방우유,200,160,20,12,4,삼양식품
에코그린캠퍼스하이바나나,200,130,18,4,5,삼양식품
에코그린캠퍼스하이바나나,200,260,36,8,10,삼양식품
아침&바나나우유,200,130,18,4,5,삼양식품
아침&바나나우유,200,260,36,8,10,삼양식품
에코그린캠퍼스하이베리,200,130,20,4,3.6,삼양식품
에코그린캠퍼스하이베리,200,260,40,8,7.2,삼양식품
아침&딸기우유,200,130,20,4,3.6,삼양식품
아침&딸기우유,200,260,40,8,7.2,삼양식품
에코그린캠퍼스하이초코,200,110,22,4,1,삼양식품
에코그린캠퍼스하이초코,200,220,44,8,2,삼양식품
아침&초코우유,200,110,22,4,1,삼양식품
아침&초코우유,200,220,44,8,2,삼양식품
아침&커피우유,200,110,16,2,4,삼양식품
아침&커피우유,200,220,32,4,8,삼양식품
바나나홀릭,200,130,18,4,5,삼양식품
바나나홀릭,200,260,36,8,10,삼양식품
요거트딸기,100,105,18,4,2,삼양식품
요거트딸기,100,105,18,4,2,삼양식품
요거트복숭아,100,105,18,4,2,삼양식품
요거트복숭아,100,105,18,4,2,삼양식품
더건강한파스퇴르요거트플레인,100,95,13,5,2.5,삼양식품
더건강한파스퇴르요거트플레인,100,95,13,5,2.5,삼양식품
더건강한파스퇴르요거트딸기,100,110,19,4,2,삼양식품
더건강한파스퇴르요거트딸기,100,110,19,4,2,삼양식품
더건강한파스퇴르요거트복숭아,100,110,19,4,2,삼양식품
더건강한파스퇴르요거트복숭아,100,110,19,4,2,삼양식품
삼양대관령요구르트,100,70,17,1,0,삼양식품
삼양대관령요구르트,100,70,17,1,0,삼양식품
제주슈레드모짜렐라치즈,20,64,0.6,4.6,4.8,삼양식품
제주슈레드모짜렐라치즈,20,12.8,0.12,0.92,0.96,삼양식품
밀크릿,10,35,7,1.5,0.3,서울우유
밀크릿,10,3.5,0.7,0.15,0.03,서울우유
밀크캔디,10,34.5,7,1.5,0.4,서울우유
밀크캔디,10,3.45,0.7,0.15,0.04,서울우유
츄잉밀크플레인,10,36,8,1.5,0.4,서울우유
츄잉밀크플레인,10,3.6,0.8,0.15,0.04,서울우유
츄잉밀크딸기,10,36,8,1.5,0.4,서울우유
츄잉밀크딸기,10,3.6,0.8,0.15,0.04,서울우유
츄잉밀크요거트,10,36,7,1,0.3,서울우유
츄잉밀크요거트,10,3.6,0.7,0.1,0.03,서울우유
서울우유엄마의사랑을담은사르르녹는아기요거트플레인,30,130.5,20.1,5.1,3.6,서울우유
서울우유엄마의사랑을담은사르르녹는아기요거트플레인,30,39.15,6.03,1.53,1.08,서울우유
서울우유엄마의사랑을담은사르르녹는아기요거트딸기,30,130.5,20.1,5.1,3.6,서울우유
서울우유엄마의사랑을담은사르르녹는아기요거트딸기,30,39.15,6.03,1.53,1.08,서울우유
"두유,원두밀",200,90,8,6,4,서울우유
"두유,원두밀",200,180,16,12,8,서울우유
"사과쥬스,라이브사과",200,90,22,0,0,서울우유
"사과쥬스,라이브사과",200,180,44,0,0,서울우유
"오렌지쥬스,라이브오렌지",200,100,24,0,0,서울우유
"오렌지쥬스,라이브오렌지",200,200,48,0,0,서울우유
"오렌지쥬스,아침에주스오렌지",200,100,24,2,0,서울우유
"오렌지쥬스,아침에주스오렌지",200,200,48,4,0,서울우유
"포도쥬스,라이브포도",200,100,24,0,0,서울우유
"포도쥬스,라이브포도",200,200,48,0,0,서울우유
"포도쥬스,아침에주스포도",200,110,28,0,0,서울우유
"포도쥬스,아침에주스포도",200,220,56,0,0,서울우유
"조제분유,전지분유",100,495,38,25,27,서울우유
"조제분유,전지분유",100,495,38,25,27,서울우유
탈지분유,100,355,52,35,1,서울우유
탈지분유,100,355,52,35,1,서울우유
연유,200,680,114,16,18,서울우유
연유,200,1360,228,32,36,서울우유
"우유,고지방우유",200,150,10,6,10,서울우유
"우유,고지방우유",200,300,20,12,20,서울우유
"우유,고칼슘우유",200,126,9,6,7.4,서울우유
"우유,고칼슘우유",200,252,18,12,14.8,서울우유
"우유,디아망우유",200,140,10,6,8,서울우유
"우유,디아망우유",200,280,20,12,16,서울우유
"우유,앙팡우유",200,140,10,6,8,서울우유
"우유,앙팡우유",200,280,20,12,16,서울우유
"우유,우유",200,126,9,6,7.4,서울우유
"우유,우유",200,252,18,12,14.8,서울우유
"우유,저지방우유",200,80,9,6,2,서울우유
"우유,저지방우유",200,160,18,12,4,서울우유
"우유,홈밀크우유",200,140,10,6,8,서울우유
"우유,홈밀크우유",200,280,20,12,16,서울우유
"우유,딸기멸균우유",200,118,18.6,4.4,2.8,서울우유
"우유,딸기멸균우유",200,236,37.2,8.8,5.6,서울우유
"우유,딸기우유",200,126,20.6,4.6,2.8,서울우유
"우유,딸기우유",200,252,41.2,9.2,5.6,서울우유
"우유,락토우유",200,126,9,6,7.4,서울우유
"우유,락토우유",200,252,18,12,14.8,서울우유
"우유,쵸코우유",200,120,19.6,4.6,2.6,서울우유
"우유,쵸코우유",200,240,39.2,9.2,5.2,서울우유
"우유,쵸키",200,120,22,4,2,서울우유
"우유,쵸키",200,240,44,8,4,서울우유
"우유,커피우유",200,122,6.6,4.6,3.4,서울우유
"우유,커피우유",200,244,13.2,9.2,6.8,서울우유
"우유,현미우유",200,120,16,4,4,서울우유
"우유,현미우유",200,240,32,8,8,서울우유
"가공치즈,앙팡치즈",20,66,0.2,3.8,5.6,서울우유
"가공치즈,앙팡치즈",20,13.2,0.04,0.76,1.12,서울우유
"가공치즈,푸르네치즈(시금치)",20,67,0.2,4,5.6,서울우유
"가공치즈,푸르네치즈(시금치)",20,13.4,0.04,0.8,1.12,서울우유
가공치즈(블랙),20,71.4,0.2,4.2,5.4,서울우유
가공치즈(블랙),20,14.28,0.04,0.84,1.08,서울우유
"가공치즈,고칼슘푸르네치즈당근",20,59.2,0.2,3.8,4.8,서울우유
"가공치즈,고칼슘푸르네치즈당근",20,11.84,0.04,0.76,0.96,서울우유
"가공치즈,고칼슘푸르네치즈시금치",20,59.2,0.2,3.8,4.8,서울우유
"가공치즈,고칼슘푸르네치즈시금치",20,11.84,0.04,0.76,0.96,서울우유
"치즈,어린이치즈앙팡",20,61,0.2,3.8,5.2,서울우유
"치즈,어린이치즈앙팡",20,12.2,0.04,0.76,1.04,서울우유
"치즈,크림치즈(플레인)",20,52.6,0.2,4.6,4.6,서울우유
"치즈,크림치즈(플레인)",20,10.52,0.04,0.92,0.92,서울우유
"치즈,모짜렐라치즈(블랙)",20,55.4,0.44,4,4.2,서울우유
"치즈,모짜렐라치즈(블랙)",20,11.08,0.09,0.8,0.84,서울우유
"치즈,모짜렐라치즈(슈레드)",20,58,0.44,4.2,4.4,서울우유
"치즈,모짜렐라치즈(슈레드)",20,11.6,0.09,0.84,0.88,서울우유
체다슬라이스치즈,20,61,0.2,3.8,5,서울우유
체다슬라이스치즈,20,12.2,0.04,0.76,1,서울우유
체다슬라이스치즈F,20,61,0.2,3.8,5,서울우유
체다슬라이스치즈F,20,12.2,0.04,0.76,1,서울우유
버터,100,755,1,1,83,서울우유
버터,100,755,1,1,83,서울우유
"버터,가염버터",100,755,1,1,83,서울우유
"버터,가염버터",100,755,1,1,83,서울우유
"버터,마늘버터",100,745,1,1,82,서울우유
"버터,마늘버터",100,745,1,1,82,서울우유
"버터,무염버터",100,755,1,1,83,서울우유
"버터,무염버터",100,755,1,1,83,서울우유
도토루더브렌디아메리카노,200,30,7.5,0,0,서울우유
도토루더브렌디아메리카노,200,25,6.25,0,0,서울우유
도토루더브렌디카라멜마끼야또,200,115.83,18.33,2.5,3.75,서울우유
도토루더브렌디카라멜마끼야또,200,96.53,15.28,2.08,3.12,서울우유
도토루더브렌디카페모카,200,115,17.5,2.5,3.83,서울우유
도토루더브렌디카페모카,200,95.83,14.58,2.08,3.19,서울우유
도토루더브렌디라떼,200,112.5,16.67,2.5,3.75,서울우유
도토루더브렌디라떼,200,93.75,13.89,2.08,3.12,서울우유
도토루커피핫블렌드,200,90.48,16.19,1.9,1.81,서울우유
도토루커피핫블렌드,200,86.17,15.42,1.81,1.72,서울우유
도토루커피아메리카노,200,28.57,7.62,0,0,서울우유
도토루커피아메리카노,200,27.21,7.26,0,0,서울우유
스타벅스커피에스프레소,200,105,15,2,4,서울우유
스타벅스커피에스프레소,200,105,15,2,4,서울우유
스타벅스블랙커피스윗다크블렌드,200,36.5,8,0,0.5,서울우유
스타벅스블랙커피스윗다크블렌드,200,73,16,0,1,서울우유
스페셜티카페라떼다크,200,116.4,16.8,2.4,4.4,서울우유
스페셜티카페라떼다크,200,232.8,33.6,4.8,8.8,서울우유
아침에주스오렌지,200,190,42,4,1,서울우유
아침에주스오렌지,200,380,84,8,2,서울우유
아침에주스사과,200,210,52,0,0,서울우유
아침에주스사과,200,420,104,0,0,서울우유
아침에주스포도,100,120,29,1,0,서울우유
아침에주스제주감귤,200,200,48,2,0,서울우유
아침에주스제주감귤,200,400,96,4,0,서울우유
아침에주스마스터블랜딩애플망고&구아바,200,180,42,2,0,서울우유
아침에주스마스터블랜딩애플망고&구아바,200,360,84,4,0,서울우유
아침에주스마스터블랜딩아사이베리&아로니아,200,190,46,0,2,서울우유
아침에주스마스터블랜딩아사이베리&아로니아,200,380,92,0,4,서울우유
365유기농아침오렌지,200,180,40,4,0,서울우유
365유기농아침오렌지,200,360,80,8,0,서울우유
365유기농아침토마토,200,160,38,2,0,서울우유
365유기농아침토마토,200,320,76,4,0,서울우유
리이브포도,200,210,50,2,0,서울우유
리이브포도,200,420,100,4,0,서울우유
리이브사과,200,200,48,2,0,서울우유
리이브사과,200,400,96,4,0,서울우유
리이브제주감귤,200,170,42,0,0,서울우유
리이브제주감귤,200,340,84,0,0,서울우유
오렌지나무,200,150,38,0,0,서울우유
오렌지나무,200,300,76,0,0,서울우유
사과나무,200,150,38,0,0,서울우유
사과나무,200,300,76,0,0,서울우유
칼슘이가득한검은깨검은콩두유,200,290,30,10,14,서울우유
칼슘이가득한검은깨검은콩두유,200,580,60,20,28,서울우유
원두밀플러스,200,250,24,10,12,서울우유
원두밀플러스,200,500,48,20,24,서울우유
오두유검은콩,200,250,26,10,12,서울우유
오두유검은콩,200,500,52,20,24,서울우유
해피버블데이밀크,200,320,60,6,6,서울우유
해피버블데이밀크,200,640,120,12,12,서울우유
해피버블데이타로,200,460,72,6,16,서울우유
해피버블데이타로,200,920,144,12,32,서울우유
모히또,100,95,23,0,0,서울우유
피나콜라다,200,190,46,0,0,서울우유
피나콜라다,200,380,92,0,0,서울우유
쉐이킹다이어트카카오,40,148,16,14.8,2.4,서울우유
쉐이킹다이어트카카오,40,59.2,6.4,5.92,0.96,서울우유
쉐이킹다이어트요거트,40,132,14.8,14.8,0.76,서울우유
쉐이킹다이어트요거트,40,52.8,5.92,5.92,0.3,서울우유
홈밀크,200,280,20,12,16,서울우유
뼈에쏙쏙고칼슘우유,200,140,10,6,8,서울우유
뼈에쏙쏙고칼슘우유,200,140,10,6,8,서울우유
목장의신선함이살아있는우유,200,280,20,12,16,서울우유
서울우유,200,280,20,12,16,서울우유
서울우유,100,70,5,3,4,서울우유
목장의신선함이살아있는우유,100,70,5,3,4,서울우유
스타벅스밀크,200,130,10,6,6.6,서울우유
스타벅스밀크,200,260,20,12,13.2,서울우유
밀크마스터(,200,140,10,6,8,서울우유
밀크마스터(,200,280,20,12,16,서울우유
철원목장청정우유,200,140,10,6,8,서울우유
철원목장청정우유,200,280,20,12,16,서울우유
3651등급우유,200,140,10,6,8,서울우유
3651등급우유,200,280,20,12,16,서울우유
후레쉬밀크,200,140,10,6,8,서울우유
후레쉬밀크,200,280,20,12,16,서울우유
바리스타즈밀크,200,140,10,6,8,서울우유
바리스타즈밀크,200,280,20,12,16,서울우유
홈밀크,100,70,5,3,4,서울우유
서울우유저지방우유,200,80,10,6,2,서울우유
서울우유저지방우유,200,160,20,12,4,서울우유
저지방우유,200,86,9.4,7.6,2,서울우유
저지방우유,200,172,18.8,15.2,4,서울우유
서울우유커피우유,200,240,38,10,5,서울우유
서울우유모카우유,200,120,18,4,3.8,서울우유
서울우유모카우유,200,120,18,4,3.8,서울우유
서울우유모카라떼,200,144.44,18.89,4.44,5.56,서울우유
서울우유모카라떼,200,160.49,20.99,4.94,6.17,서울우유
무지방우유MBP,200,140,20,12,0,서울우유
앙팡,200,280,20,12,16,서울우유
앙팡베이비,200,280,20,12,16,서울우유
블루베리우유,200,246.15,38.46,9.23,6.15,서울우유
에너지초코우유,200,269.23,44.62,10.77,5.69,서울우유
바나나우유,200,276.92,40,10.77,7.69,서울우유
쵸키,200,233.33,37.78,8.89,5.78,서울우유
몽키,200,127.78,24.44,4.44,1.56,서울우유
몽키,200,141.98,27.16,4.94,1.73,서울우유
핑키,200,127.78,22.22,4.44,2.44,서울우유
핑키,200,141.98,24.69,4.94,2.72,서울우유
검은콩우유,200,250,34,8,10,서울우유
스타벅스커피초콜릿모카,200,150,17,4,7,서울우유
스타벅스커피초콜릿모카,200,150,17,4,7,서울우유
스타벅스커피카라멜향,200,310,36,10,14,서울우유
스타벅스커피라떼,200,320,34,10,16,서울우유
도토루더엑스퍼트카페모카200,200,135,18,4,5,서울우유
도토루더엑스퍼트카페모카200,200,135,18,4,5,서울우유
도토루더엑스퍼트카페오레200,200,125,16,4,5,서울우유
도토루더엑스퍼트카페오레200,200,125,16,4,5,서울우유
서울우유딸기우유,200,240,38,10,6.2,서울우유
서울우유초코렛우유,200,140,22,5,3,서울우유
서울우유초코렛우유,200,140,22,5,3,서울우유
언니몰래먹는딸기오레,200,250,36,10,8,서울우유
앙팡,100,70,5,3,4,서울우유
앙팡베이비,100,70,5,3,4,서울우유
뼈를생각한우유엠비피,200,140,10,6,8,서울우유
뼈를생각한우유엠비피,200,280,20,12,16,서울우유
무지방우유MBP,100,35,5,3,0,서울우유
목장의신선함이살아있는우유무지방,200,70,10,6,0,서울우유
목장의신선함이살아있는우유무지방,200,140,20,12,0,서울우유
속편한우유락토프리,200,120,8,6,7,서울우유
속편한우유락토프리,200,240,16,12,14,서울우유
서울우유커피우유,100,60,9.5,2.5,1.25,서울우유
서울우유초콜릿우유,200,140,22,5,3,서울우유
서울우유초콜릿우유,200,280,44,10,6,서울우유
서울우유딸기우유,100,60,9.5,2.5,1.55,서울우유
블루베리우유,100,61.54,9.62,2.31,1.54,서울우유
에너지초코우유,100,67.31,11.15,2.69,1.42,서울우유
바나나우유,100,69.23,10,2.69,1.92,서울우유
쵸키,100,58.33,9.44,2.22,1.44,서울우유
검은콩우유,100,62.5,8.5,2,2.5,서울우유
서울우유딸기,200,130,21,5,3,서울우유
