,name,serving_wt,kcal,carbo,protein,fat,sugars,sodium,chol,saturated_fatty_acid,trans_fatty_acid,year,company
15959,딸기에몽,200,320,50,8,9,37.98,170,28,6,0,2017,남양유업
15960,민트초코라떼,200,130,22,4,3.2,21,100,10,1.9,0,2015,남양유업
15961,민트초코라떼,200,260,44,8,6.4,42,200,20,3.8,0,2017,남양유업
15962,프렌치카페카페오레,200,127.64,17.27,3.84,4.8,16.31,76.78,14.4,3.17,0,2015,남양유업
15963,프렌치카페카페오레,200,255.28,34.55,7.68,9.6,34,153.55,28.79,6.33,0,2017,남양유업
15964,프렌치카페카푸치노,200,119.98,17.29,3.84,3.94,15.37,72.05,9.61,2.5,0,2015,남양유업
15965,프렌치카페카푸치노,200,239.96,34.58,7.68,7.88,32,144.09,19.21,5,0,2017,남양유업
15966,프렌치카페카라멜마키아또,200,131.61,19.16,3.83,4.41,17.24,86.21,14.37,2.78,0,2015,남양유업
15967,프렌치카페카라멜마키아또,200,263.22,38.32,7.66,8.81,36.56,172.41,28.74,5.56,0,2017,남양유업
15968,프렌치카페모카초코,200,111.34,18.25,2.88,2.98,17.29,72.05,9.61,1.92,0,2015,남양유업
15969,프렌치카페모카초코,200,222.67,36.5,5.76,5.96,36,144.09,19.21,3.84,0,2017,남양유업
15970,프렌치카페화이트초코모카,200,118.89,18.22,2.88,3.84,16.3,95.88,14.38,2.4,0,2015,남양유업
15971,프렌치카페화이트초코모카,200,237.78,36.43,5.75,7.67,36,191.76,28.76,4.79,0,2017,남양유업
15972,프렌치카페에스프레소골드,200,124.45,19.18,2.88,4.03,17.26,67.11,14.38,2.49,0,2015,남양유업
15973,프렌치카페에스프레소골드,200,248.9,38.35,5.75,8.05,34.52,134.23,28.76,4.98,0,2017,남양유업
15974,프렌치카페아몬드모카,200,121.59,18.23,2.88,4.13,17.27,105.57,14.4,2.59,0,2015,남양유업
15975,프렌치카페아몬드모카,200,243.19,36.47,5.76,8.25,34.55,211.13,28.79,5.18,0,2017,남양유업
15976,카와에스프레소리치라떼,200,120.23,17.66,3.07,4.15,16.12,76.78,12.28,2.61,0,2015,남양유업
15977,카와에스프레소리치라떼,200,240.46,35.32,6.14,8.29,33.6,153.55,24.57,5.22,0,2017,남양유업
15978,카와스모키리치라떼,200,125.23,19.23,3.08,4,17.69,73.08,11.54,2.54,0,2015,남양유업
15979,카와스모키리치라떼,200,250.46,38.46,6.15,8,30.71,146.15,23.08,5.08,0,2017,남양유업
15980,카와카라멜리치에스프레소,200,124.82,19.12,3.82,3.67,17.59,87.95,11.47,2.29,0,2015,남양유업
15981,카와카라멜리치에스프레소,200,249.64,38.24,7.65,7.34,30.71,175.91,22.94,4.59,0,2017,남양유업
15982,카와모카리치에스프레소,200,116.47,18.99,3.8,2.81,17.47,79.77,8.74,1.67,0,2015,남양유업
15983,카와모카리치에스프레소,200,232.94,37.99,7.6,5.62,36.8,159.54,17.47,3.34,0,2017,남양유업
15984,남양FRENCHCAF?더블샷라떼,200,109.73,19.08,3.82,2.19,18.13,52.48,9.54,1.34,0,2015,남양유업
15985,남양FRENCHCAF?더블샷라떼,200,219.46,38.17,7.63,4.39,38,104.96,19.08,2.67,0,2017,남양유업
15986,남양FRENCHCAF?더블샷카라멜마키아또,200,114.5,20.04,3.82,2.1,19.08,52.48,9.54,1.24,0,2015,남양유업
15987,남양FRENCHCAF?더블샷카라멜마키아또,200,229.01,40.08,7.63,4.2,30.71,104.96,19.08,2.48,0,2017,남양유업
15988,남양더블샷라떼,200,122.14,21.37,3.82,2.29,19.85,49.62,7.63,1.45,0,2015,남양유업
15989,남양더블샷라떼,200,244.28,42.75,7.63,4.58,38,99.24,15.27,2.9,0,2017,남양유업
15990,남양더블샷모카,200,118.32,21.37,3.82,1.98,19.08,41.98,7.63,1.3,0,2015,남양유업
15991,남양더블샷모카,200,236.64,42.75,7.63,3.97,38,83.97,15.27,2.6,0,2017,남양유업
15992,남양더블샷카라멜마키아또,200,114.5,20.61,3.82,2.06,1.53,41.98,7.63,1.3,0,2015,남양유업
15993,남양더블샷카라멜마키아또,200,229.01,41.22,7.63,4.12,30.71,83.97,15.27,2.6,0,2017,남양유업
15994,요구르트,100,50,10.77,1.54,0,10.77,15.38,0,0,0,2015,남양유업
15995,이오,100,50,11.25,1.25,0,10,18.75,0,0,0,2015,남양유업
15996,이오사과,100,45,10,1.25,0,8.75,18.75,0,0,0,2015,남양유업
15997,이오블루베리,150,67.5,15,1.88,0,13.13,28.13,0,0,0,2015,남양유업
15998,이오블루베리,150,101.25,22.5,2.81,0,19.85,42.19,0,0,0,2017,남양유업
15999,이오트웬티즈,150,67.5,15,1.88,0,15,28.13,0,0,0,2015,남양유업
16000,이오트웬티즈,150,101.25,22.5,2.81,0,65,42.19,0,0,0,2017,남양유업
16001,유기농이오,150,94.5,20.63,1.88,0,18.75,22.5,0,0,0,2015,남양유업
16002,유기농이오,150,141.75,30.94,2.81,0,28.13,33.75,0,0,0,2017,남양유업
16003,자연의시작불가리스사과,100,100,17,3,2.7,12,60,10,1.7,0,2015,남양유업
16004,자연의시작불가리스사과,100,100,17,3,2.7,12,60,10,1.7,0,2017,남양유업
16005,자연의시작불가리스포도,150,142.5,24,4.5,4.05,18,90,15,2.55,0,2015,남양유업
16006,자연의시작불가리스포도,150,213.75,36,6.75,6.08,47.36,135,22.5,3.83,0,2017,남양유업
16007,자연의시작불가리스플레인,150,127.5,19.5,4.5,4.05,15,90,15,2.55,0,2015,남양유업
16008,자연의시작불가리스플레인,150,191.25,29.25,6.75,6.08,67.5,135,22.5,3.83,0,2017,남양유업
16009,자연의시작불가리스딸기,100,90,14,3,2.7,11,60,10,1.7,0,2015,남양유업
16010,자연의시작불가리스복숭아,100,95,16,3,2.7,13,60,10,1.7,0,2015,남양유업
16011,자연의시작불가리스Gold사과,150,150,25.5,4.5,4.05,18,90,15,2.55,0,2015,남양유업
16012,자연의시작불가리스Gold사과,150,225,38.25,6.75,6.08,3.42,135,22.5,3.83,0,2017,남양유업
16013,자연의시작불가리스,150,150,25.5,4.5,4.05,18,90,15,2.55,0,2015,남양유업
16014,자연의시작불가리스,150,225,38.25,6.75,6.08,3.76,135,22.5,3.83,0,2017,남양유업
16015,불가리스Kids,150,105,16.5,3,2.25,15,30,3.9,1.13,0,2015,남양유업
16016,불가리스Kids,150,157.5,24.75,4.5,3.38,60.01,45,5.85,1.69,0,2017,남양유업
16017,떠먹는불가리스딸기,100,105,16,4,2.8,14,60,8,2,0,2015,남양유업
16018,떠먹는불가리스딸기,100,105,16,4,2.8,14.12,60,8,2,0,2017,남양유업
16019,떠먹는불가리스포도,100,105,16,4,2.8,14,60,8,2,0,2015,남양유업
16020,떠먹는불가리스포도,100,105,16,4,2.8,14.12,60,8,2,0,2017,남양유업
16021,떠먹는불가리스복숭아,100,105,16,4,2.8,14,60,8,2,0,2015,남양유업
16022,떠먹는불가리스복숭아,100,105,16,4,2.8,14.12,60,8,2,0,2017,남양유업
16023,떠먹는불가리스키위,100,105,16,4,2.8,14,60,8,2,0,2015,남양유업
16024,떠먹는불가리스키위,100,105,16,4,2.8,14.12,60,8,2,0,2017,남양유업
16025,떠먹는불가리스Berryholic,100,105,17,3.5,2.8,15,55,8,1.8,0,2015,남양유업
16026,떠먹는불가리스Berryholic,100,105,17,3.5,2.8,6.67,55,8,1.8,0,2017,남양유업
16027,떠먹는불가리스플레인,100,95,12,5,3.3,12,55,9,2.2,0,2015,남양유업
16028,떠먹는불가리스플레인,100,95,12,5,3.3,11.76,55,9,2.2,0,2017,남양유업
16029,떠먹는불가리스생Creamy,100,135,13,3,8.2,13,60,25,5.5,0.4,2015,남양유업
16030,떠먹는불가리스생Creamy,100,135,13,3,8.2,12.94,60,25,5.5,0.4,2017,남양유업
16031,떠먹는불가리스Baby1유기농,100,80,7,5.2,3.6,7,65,11,2.4,0,2015,남양유업
16032,떠먹는불가리스Baby1유기농,100,80,7,5.2,3.6,16.67,65,11,2.4,0,2017,남양유업
16033,떠먹는불가리스Baby2유기농,100,100,13,4.9,3.4,13,60,11,2.2,0,2015,남양유업
16034,떠먹는불가리스Baby2유기농,100,100,13,4.9,3.4,30.77,60,11,2.2,0,2017,남양유업
16035,milk100,100,70,5,3,3.9,5,50,10,2.6,0,2015,남양유업
16036,milk100,100,70,5,3,3.9,16.67,50,10,2.6,0,2017,남양유업
16037,milk100저지방,100,55,6,4,1.4,6,65,5,0.9,0,2015,남양유업
16038,milk100저지방,100,55,6,4,1.4,40,65,5,0.9,0,2017,남양유업
16039,milk100드링크,150,105,7.5,4.5,5.85,7.5,75,15,3.9,0,2015,남양유업
16040,milk100드링크,150,157.5,11.25,6.75,8.78,37.51,112.5,22.5,5.85,0,2017,남양유업
16041,그릭요거트플레인,100,150,14,6,7.1,14,100,25,4.6,0.2,2015,남양유업
16042,그릭요거트플레인,100,150,14,6,7.1,34.38,100,25,4.6,0.2,2017,남양유업
16043,그릭요거트플레인저지방,100,95,14,6,1.8,14,95,10,1.2,0,2015,남양유업
16044,그릭요거트플레인저지방,100,95,14,6,1.8,33.33,95,10,1.2,0,2017,남양유업
16045,짜먹는이오딸기,30,34.5,5.4,1.2,0.87,5.4,15,2.7,0.6,0,2015,남양유업
16046,짜먹는이오딸기,30,10.35,1.62,0.36,0.26,2.64,4.5,0.81,0.18,0,2017,남양유업
16047,"불가리스프룻자몽,오렌지",150,150,21,4.5,4.95,21,90,16.5,0.9,0,2015,남양유업
16048,"불가리스프룻자몽,오렌지",150,225,31.5,6.75,7.43,69.23,135,24.75,1.35,0,2017,남양유업
16049,"불가리스프룻딸기,블루베리,크랜베리",100,100,14,3,3.3,14,60,11,0.6,0,2015,남양유업
16050,"불가리스프룻딸기,블루베리,크랜베리",100,100,14,3,3.3,36,60,11,0.6,0,2017,남양유업
16051,위력,150,150,22.5,4.5,4.5,18,82.5,15,3,0,2015,남양유업
16052,위력,150,225,33.75,6.75,6.75,27,123.75,22.5,4.5,0,2017,남양유업
16053,불가리스20＇s사과,150,127.5,19.5,4.5,4.2,19.5,82.5,15,2.55,0,2015,남양유업
16054,불가리스20＇s사과,150,191.25,29.25,6.75,6.3,28.76,123.75,22.5,3.83,0,2017,남양유업
16055,불가리스20＇s포도,150,127.5,19.5,4.5,4.2,19.5,82.5,15,2.55,0,2015,남양유업
16056,불가리스20＇s포도,150,191.25,29.25,6.75,6.3,29.25,123.75,22.5,3.83,0,2017,남양유업
16057,불가리스20＇s딸기,150,127.5,19.5,4.5,4.2,19.5,82.5,15,2.55,0,2015,남양유업
16058,불가리스20＇s딸기,150,191.25,29.25,6.75,6.3,29.25,123.75,22.5,3.83,0,2017,남양유업
16059,불가리스20＇s베리믹스,150,127.5,19.5,4.5,4.2,19.5,82.5,15,2.55,0,2015,남양유업
16060,불가리스20＇s베리믹스,150,191.25,29.25,6.75,6.3,22.5,123.75,22.5,3.83,0,2017,남양유업
16061,불가리스20＇s플레인,150,127.5,19.5,4.5,4.2,19.5,82.5,15,2.55,0,2015,남양유업
16062,불가리스20＇s플레인,150,191.25,29.25,6.75,6.3,22.5,123.75,22.5,3.83,0,2017,남양유업
16063,남양Probiotic1000억,150,82.5,15,3,1.5,13.5,46.5,9.38,0.9,0,2015,남양유업
16064,남양Probiotic1000억,150,123.75,22.5,4.5,2.25,72,69.75,14.06,1.35,0,2017,남양유업
16065,Probiotic1000억,150,82.5,15,3,1.5,13.5,46.5,9.38,0.9,0,2015,남양유업
16066,Probiotic1000억,150,123.75,22.5,4.5,2.25,42.57,69.75,14.06,1.35,0,2017,남양유업
16067,남양Probiotic1000억플레인,150,82.5,15,3,1.5,13.5,46.5,9.38,0.9,0,2015,남양유업
16068,남양Probiotic1000억플레인,150,123.75,22.5,4.5,2.25,7.49,69.75,14.06,1.35,0,2017,남양유업
16069,떠먹는불가리스딸기,100,103.4,16,4,2.6,15.5,52.56,5.68,1.6,0.07,2014,남양유업
16070,떠먹는불가리스딸기,100,103.4,16,4,2.6,15.5,52.56,5.68,1.6,0.07,2017,남양유업
16071,남양드빈치버터,100,745,1,0.6,82,0,12,230,59,1.8,2015,남양유업
16072,남양드빈치버터,100,745,1,0.6,82,0.24,12,230,59,1.8,2017,남양유업
16073,남양로젠하임치즈SOS,20,74,1.48,4.44,5.33,0,244.44,14.81,3.56,0,2015,남양유업
16074,남양로젠하임치즈SOS,20,14.8,0.3,0.89,1.07,0,48.89,2.96,0.71,0,2017,남양유업
16075,남양로젠하임피자치즈K,20,65,0,5,5,0,80,14,3.5,0.3,2015,남양유업
16076,남양로젠하임피자치즈K,20,13,0,1,1,0,16,2.8,0.7,0.06,2017,남양유업
16077,남양로젠하임피자치즈NA50,20,60,1,5,4.6,0,86,14,3,0.3,2015,남양유업
16078,남양로젠하임피자치즈NA50,20,12,0.2,1,0.92,0,17.2,2.8,0.6,0.06,2017,남양유업
16079,남양로젠하임피자치즈NU50C,20,65,1,5,4.8,0,80,15,3.3,0.3,2015,남양유업
16080,남양로젠하임피자치즈NU50C,20,13,0.2,1,0.96,0,16,3,0.66,0.06,2017,남양유업
16081,남양로젠하임피자치즈NA75C,20,60,1,5,4.5,0,95,14,3,0.3,2015,남양유업
16082,남양로젠하임피자치즈NA75C,20,12,0.2,1,0.9,0,19,2.8,0.6,0.06,2017,남양유업
16083,남양로젠하임피자치즈NA90C,20,55,1,5,4,0,100,14,3,0.3,2015,남양유업
16084,남양로젠하임피자치즈NA90C,20,11,0.2,1,0.8,0,20,2.8,0.6,0.06,2017,남양유업
16085,남양로젠하임피자치즈NU90C,20,65,1,5,4,0,100,14,3,0.3,2015,남양유업
16086,남양로젠하임피자치즈NU90C,20,13,0.2,1,0.8,0,20,2.8,0.6,0.06,2017,남양유업
16087,치즈명장드빈치체다슬라이스치즈,20,60,0,4,5,0,140,14,3.5,0.3,2015,남양유업
16088,치즈명장드빈치체다슬라이스치즈,20,12,0,0.8,1,0,28,2.8,0.7,0.06,2017,남양유업
16089,치즈명장드빈치고르곤졸라슬라이스치즈,20,61,0,3.33,5.11,0,144.44,12.22,3.56,0.22,2015,남양유업
16090,치즈명장드빈치고르곤졸라슬라이스치즈,20,12.2,0,0.67,1.02,0,28.89,2.44,0.71,0.04,2017,남양유업
16091,치즈명장드빈치아인슈타인DHA치즈,20,63,0,3.33,5.56,0,177.78,15.56,3.33,0,2015,남양유업
16092,치즈명장드빈치아인슈타인DHA치즈,20,12.6,0,0.67,1.11,0,35.56,3.11,0.67,0,2017,남양유업
16093,치즈명장드빈치칼슘이이렇게나많이?!고칼슘치즈,20,63,0,3.33,5.56,0,166.67,14.44,3.33,0,2015,남양유업
16094,치즈명장드빈치칼슘이이렇게나많이?!고칼슘치즈,20,12.6,0,0.67,1.11,0.01,33.33,2.89,0.67,0,2017,남양유업
16095,치즈명장드빈치1/2지방식이섬유치즈,20,44,1.11,5.56,2.22,0,188.89,7.78,1.11,0,2015,남양유업
16096,치즈명장드빈치1/2지방식이섬유치즈,20,8.8,0.22,1.11,0.44,0.01,37.78,1.56,0.22,0,2017,남양유업
16097,드빈치유기농시작부터아기치즈1단계,20,61,0,3.33,5.56,0,66.67,17.78,3.89,0.33,2015,남양유업
16098,드빈치유기농시작부터아기치즈1단계,20,12.2,0,0.67,1.11,0.01,13.33,3.56,0.78,0.07,2017,남양유업
16099,드빈치유기농튼튼탄탄아기치즈2단계,20,61,0,3.33,5.56,0,66.67,17.78,3.89,0.33,2015,남양유업
16100,드빈치유기농튼튼탄탄아기치즈2단계,20,12.2,0,0.67,1.11,0.01,13.33,3.56,0.78,0.07,2017,남양유업
16101,드빈치유기농쑥쑥클때어린이치즈3단계,20,61,0,3.33,5.56,0,88.89,17.78,3.89,0.33,2015,남양유업
16102,드빈치유기농쑥쑥클때어린이치즈3단계,20,12.2,0,0.67,1.11,0.01,17.78,3.56,0.78,0.07,2017,남양유업
16103,치즈명장드빈치모짜렐라slice치즈,20,46,0,3.33,3.56,0,151.11,13.33,2.56,0,2015,남양유업
16104,치즈명장드빈치모짜렐라slice치즈,20,9.2,0,0.67,0.71,0,30.22,2.67,0.51,0,2017,남양유업
16105,드빈치피자치즈,20,60,0.8,3.2,4.8,0,240,8,2.8,0.24,2015,남양유업
16106,드빈치피자치즈,20,12,0.16,0.64,0.96,0,48,1.6,0.56,0.05,2017,남양유업
16107,이오치즈플레인,20,67,1.11,3.33,5.56,1.11,188.89,16.67,3.89,0.56,2015,남양유업
16108,이오치즈플레인,20,13.4,0.22,0.67,1.11,0.01,37.78,3.33,0.78,0.11,2017,남양유업
16109,드빈치크림치즈플레인,20,50,1,2,4.4,1,100,20,3,0.5,2015,남양유업
16110,드빈치크림치즈플레인,20,10,0.2,0.4,0.88,0.1,20,4,0.6,0.1,2017,남양유업
16111,드빈치크림치즈차이브앤어니언,20,50,1,2,4.4,1,100,20,3,0.5,2015,남양유업
16112,드빈치크림치즈차이브앤어니언,20,10,0.2,0.4,0.88,0.01,20,4,0.6,0.1,2017,남양유업
16113,치즈명장드빈치피자치즈,20,60,1,5,4.3,0,90,15,2.9,0.3,2015,남양유업
16114,치즈명장드빈치피자치즈,20,12,0.2,1,0.86,0.15,18,3,0.58,0.06,2017,남양유업
16115,남양치즈명장드빈치웰빙피자치즈mini,20,60,1,5,4.5,0,90,15,3.1,0.3,2015,남양유업
16116,남양치즈명장드빈치웰빙피자치즈mini,20,12,0.2,1,0.9,0,18,3,0.62,0.06,2017,남양유업
16117,임페리얼분유XORoyalClass1(남양유업),100,492.86,60.71,10.71,22.86,52.14,142.86,50,10.71,0,2015,남양유업
16118,임페리얼분유XORoyalClass1(남양유업),100,492.86,60.71,10.71,22.86,52.14,142.86,50,10.71,0,2017,남양유업
16119,임페리얼분유XORoyalClass2(남양유업),100,492.86,60,12.14,22.86,51.43,150,50,10.71,0,2015,남양유업
16120,임페리얼분유XORoyalClass2(남양유업),100,492.86,60,12.14,22.86,50.71,150,50,10.71,0,2017,남양유업
16121,엄마로태어나다아이엠마더1(남양유업),100,492.86,60.71,10.71,22.86,50.71,142.86,50,10,0,2015,남양유업
16122,엄마로태어나다아이엠마더1(남양유업),100,492.86,60.71,10.71,22.86,50.71,142.86,50,10,0,2017,남양유업
16123,엄마로태어나다아이엠마더2(남양유업),100,492.86,60,12.14,22.86,50,150,50,10,0,2015,남양유업
16124,엄마로태어나다아이엠마더2(남양유업),100,492.86,60,12.14,22.86,50,150,50,10,0,2017,남양유업
16125,유기농분유1(남양유업),100,492.86,60.71,10.71,22.86,55,142.86,50,10.71,0,2015,남양유업
16126,유기농분유1(남양유업),100,492.86,60.71,10.71,22.86,55,142.86,50,10.71,0,2017,남양유업
16127,유기농분유2(남양유업),100,492.86,60,12.14,22.86,54.29,150,50,10.71,0,2015,남양유업
16128,유기농분유2(남양유업),100,492.86,60,12.14,22.86,54.29,150,50,10.71,0,2017,남양유업
16129,아기사랑秀Expert1(남양유업),100,492.86,60.71,10.71,22.86,52.14,142.86,50,10.71,0,2015,남양유업
16130,아기사랑秀Expert1(남양유업),100,492.86,60.71,10.71,22.86,52.14,142.86,50,10.71,0,2017,남양유업
16131,아기사랑秀Expert2(남양유업),100,492.86,60,12.14,22.86,51.43,150,50,10.71,0,2015,남양유업
16132,아기사랑秀Expert2(남양유업),100,492.86,60,12.14,22.86,51.43,150,50,10.71,0,2017,남양유업
16133,아기사랑秀Expert3(남양유업),100,478.57,57.14,15.71,20.71,47.86,178.57,50,10,0,2015,남양유업
16134,아기사랑秀Expert3(남양유업),100,478.57,57.14,15.71,20.71,47.86,178.57,50,10,0,2017,남양유업
16135,아기사랑秀Expert4(남양유업),100,471.43,55.71,17.86,20,46.43,200,50,9.29,0,2015,남양유업
16136,아기사랑秀Expert4(남양유업),100,471.43,55.71,17.86,20,46.43,200,50,9.29,0,2017,남양유업
16137,남양임페리얼XORoyalClass1(남양유업),100,493,60.7,11.4,22.8,50.7,135.7,42.8,11.4,0,2015,남양유업
16138,남양임페리얼XORoyalClass1(남양유업),100,493,60.7,11.4,22.8,50.7,135.7,42.8,11.4,0,2017,남양유업
16139,남양임페리얼XORoyalClass2(남양유업),100,493,60,12,23,50,143,43,11,0,2015,남양유업
16140,남양임페리얼XORoyalClass2(남양유업),100,493,60,12,23,50.71,143,43,11,0,2017,남양유업
16141,산향완두,30,126.9,10.62,10.35,4.8,2.7,180,0,0,0,2013,녹청물산(주)
16142,산향완두,30,38.07,3.19,3.11,1.44,0.81,54,0,0,0,2017,녹청물산(주)
16143,향라완두,30,126.9,10.62,10.35,4.8,2.7,180,0,0,0,2013,녹청물산(주)
16144,향라완두,30,38.07,3.19,3.11,1.44,0.81,54,0,0,0,2017,녹청물산(주)
16145,와사비완두,30,38.1,3.3,0.81,1.44,3,54,0,0,0,2013,녹청물산(주)
16146,와사비완두,30,38.1,3.3,0.81,1.44,3,54,0,0,0,2017,녹청물산(주)
16147,"시리얼,아몬드푸레이크",30,126,24,2.1,2.4,N/A,204,N/A,N/A,N/A,2006,농심켈로그주식회사
16148,"시리얼,아몬드푸레이크",30,37.8,7.2,0.63,0.72,2.61,61.2,N/A,N/A,N/A,2017,농심켈로그주식회사
16149,"시리얼,코코넛푸레이크",30,123,26.1,1.2,1.5,N/A,81,N/A,N/A,N/A,2006,농심켈로그주식회사
16150,"시리얼,코코넛푸레이크",30,36.9,7.83,0.36,0.45,N/A,24.3,N/A,N/A,N/A,2017,농심켈로그주식회사
16151,"시리얼,콘푸레이크",30,114,26.1,2.1,0.15,N/A,324,N/A,N/A,N/A,2006,농심켈로그주식회사
16152,"시리얼,콘푸레이크",30,34.2,7.83,0.63,0.05,0.9,97.2,N/A,N/A,N/A,2017,농심켈로그주식회사
16153,"시리얼,현미푸레이크",30,114,25.2,2.1,0.6,N/A,294,N/A,N/A,N/A,2006,농심켈로그주식회사
16154,"시리얼,현미푸레이크",30,34.2,7.56,0.63,0.18,1.26,88.2,N/A,N/A,N/A,2017,농심켈로그주식회사
16155,"시리얼,콘푸로스트",30,114,27.3,0.9,0.15,N/A,198,N/A,N/A,N/A,2006,농심켈로그주식회사
16156,"시리얼,콘푸로스트",30,34.2,8.19,0.27,0.05,3.15,59.4,N/A,N/A,N/A,2017,농심켈로그주식회사
16157,"시리얼,라이트케이",30,115.5,25.2,3,0.3,N/A,189,N/A,N/A,N/A,2006,농심켈로그주식회사
16158,"시리얼,라이트케이",30,34.65,7.56,0.9,0.09,1.1,56.7,N/A,N/A,N/A,2017,농심켈로그주식회사
16159,"시리얼,쵸코스",30,115.5,26.7,1.5,0.15,N/A,99,N/A,N/A,N/A,2006,농심켈로그주식회사
16160,"시리얼,쵸코스",30,34.65,8.01,0.45,0.05,N/A,29.7,N/A,N/A,N/A,2017,농심켈로그주식회사
16161,"시리얼,쵸코첵스",30,117,26.4,1.8,0.6,N/A,174,N/A,N/A,N/A,2006,농심켈로그주식회사
16162,"시리얼,쵸코첵스",30,35.1,7.92,0.54,0.18,3.15,52.2,N/A,N/A,N/A,2017,농심켈로그주식회사
16163,"시리얼,코코팝스",30,114,26.4,1.8,0.15,N/A,216,N/A,N/A,N/A,2006,농심켈로그주식회사
16164,"시리얼,코코팝스",30,34.2,7.92,0.54,0.05,3.47,64.8,N/A,N/A,N/A,2017,농심켈로그주식회사
16165,"시리얼,하니오트밀",30,116.4,24.9,2.4,1.14,N/A,172.5,N/A,N/A,N/A,2006,농심켈로그주식회사
16166,"시리얼,하니오트밀",30,34.92,7.47,0.72,0.34,N/A,51.75,N/A,N/A,N/A,2017,농심켈로그주식회사
16167,"시리얼,하니첵스",30,117,27,1.2,0.45,N/A,180,N/A,N/A,N/A,2006,농심켈로그주식회사
16168,"시리얼,하니첵스",30,35.1,8.1,0.36,0.14,2.5,54,N/A,N/A,N/A,2017,농심켈로그주식회사
16169,"시리얼,후르트링",30,117,26.7,1.5,0.6,N/A,126,N/A,N/A,N/A,2006,농심켈로그주식회사
16170,"시리얼,후르트링",30,35.1,8.01,0.45,0.18,2.7,37.8,N/A,N/A,N/A,2017,농심켈로그주식회사
16171,가토세크바리에,30,51.84,4.91,0.58,3.32,3.08,10.98,7.56,1.93,0.07,2017,뉴욕제과
16172,시갈,10,57.7,5.54,0.64,3.21,3.32,16.7,8.9,2.16,0.08,2013,뉴욕제과
16173,시갈,10,5.77,0.55,0.06,0.32,0.33,1.67,0.89,0.22,0.01,2017,뉴욕제과
16174,엘비세트,30,170.1,16.98,1.98,10.47,11.22,34.2,21.9,6.66,0.15,2013,뉴욕제과
16175,엘비세트,30,51.03,5.09,0.59,3.14,3.37,10.26,6.57,2,0.05,2017,뉴욕제과
16176,피세트,30,172.5,16.08,2.25,11.01,9.66,31.2,26.7,6.66,0.25,2013,뉴욕제과
16177,피세트,30,51.75,4.82,0.68,3.3,2.9,9.36,8.01,2,0.08,2017,뉴욕제과
16178,상크데리즈,30,176.1,15.39,2.25,11.7,9.96,29.7,26.7,6.66,0.25,2013,뉴욕제과
16179,상크데리즈,30,52.83,4.62,0.68,3.51,2.99,8.91,8.01,2,0.08,2017,뉴욕제과
16180,시갈오쇼콜라,30,170.7,16.65,2.04,9.57,10.5,48.9,21,6.54,0.23,2013,뉴욕제과
16181,시갈오쇼콜라,30,51.21,5,0.61,2.87,3.15,14.67,6.3,1.96,0.07,2017,뉴욕제과
16182,시갈카페오레,30,172.8,16.68,2.07,10.86,10.5,19.8,21,6.54,0.23,2013,뉴욕제과
16183,시갈카페오레,30,51.84,5,0.62,3.26,3.15,5.94,6.3,1.96,0.07,2017,뉴욕제과
16184,지세트,30,171.9,15.96,2.13,9.99,9.78,42,27.6,6.48,0.23,2013,뉴욕제과
16185,지세트,30,51.57,4.79,0.64,3,2.93,12.6,8.28,1.94,0.07,2017,뉴욕제과
16186,엘디세트,30,174,15.69,2.01,10.38,9.48,35.7,22.8,7.08,0.16,2013,뉴욕제과
16187,엘디세트,30,52.2,4.71,0.6,3.11,2.84,10.71,6.84,2.12,0.05,2017,뉴욕제과
16188,가토세크바리에,100,576,54.5,6.4,36.9,34.2,122,84,21.4,0.76,2013,뉴욕제과
16189,오이쉬미니양파칩,30,42.6,6.3,0.3,1.8,0.6,57.6,0,0.63,0,2013,니케이인터내셔날
16190,오이쉬미니양파칩,30,42.6,6.3,0.3,1.8,0.6,57.6,0,0.63,0,2017,니케이인터내셔날
16191,코콘푸딩,100,100,23,1,0,23,30,0,0,0,2013,다보라유통
16192,코콘푸딩,100,83.33,19.17,0.83,0,17.78,25,0,0,0,2017,다보라유통
16193,포도구미젤리,10,34,8,0.5,0,6.2,1.3,0,0,0,2013,다보라유통
16194,포도구미젤리,10,3.4,0.8,0.05,0,0.6,0.13,0,0,0,2017,다보라유통
16195,딸기구미젤리,10,33,7.8,0.5,0,6.4,1.8,0,0,0,2013,다보라유통
16196,딸기구미젤리,10,3.3,0.78,0.05,0,0.6,0.18,0,0,0,2017,다보라유통
16197,알로하망고푸딩(망고퓨레1.31%함유),100,90,19,0.5,0.5,17,30,0,0.8,0,2013,다보라유통
16198,알로하망고푸딩(망고퓨레1.31%함유),100,90,19,0.5,0.5,17.78,30,0,0.8,0,2017,다보라유통
16199,킨고푸딩망고맛(망고퓨레1.29%함유),100,90,20,0,1,19,15,0,0.9,0,2013,다보라유통
16200,킨고푸딩망고맛(망고퓨레1.29%함유),100,90,20,0,1,17.78,15,0,0.9,0,2017,다보라유통
16201,킨고푸딩멜론맛(멜론주스1.29%함유),100,90,20,0,1,19,15,0,0.9,0,2013,다보라유통
16202,킨고푸딩멜론맛(멜론주스1.29%함유),100,90,20,0,1,17.78,15,0,0.9,0,2017,다보라유통
16203,알로에푸딩(리치맛),100,96,21,0.5,0.5,19,25,0,0.8,0,2013,다보라유통
