,name,serving_wt,kcal,carbo,protein,fat,sugars,sodium,chol,saturated_fatty_acid,trans_fatty_acid,year,company
9693,청정원감자수제비물만두,150,291.67,30.56,14.81,12.04,3.7,388.89,9.26,3.89,0,2015,대상(주)
9694,청정원감자수제비물만두,150,437.5,45.83,22.22,18.06,4.37,583.33,13.89,5.83,0,2017,대상(주)
9695,청정원떡&군만두,150,307.5,46.5,7.5,10.5,6,435,7.5,3.15,0,2015,대상(주)
9696,청정원떡&군만두,150,461.25,69.75,11.25,15.75,2.84,652.5,11.25,4.73,0,2017,대상(주)
9697,청정원상하이식짬뽕밥,100,310,62,7,3.9,3,1540,5,1.4,0,2015,대상(주)
9698,청정원상하이식짬뽕밥,100,310,62,7,3.9,3,1540,5,1.4,0,2017,대상(주)
9699,청정원얼큰육개장국밥,100,300,65,6,2,3,1160,0,1.5,0,2015,대상(주)
9700,청정원얼큰육개장국밥,100,300,65,6,2,1.38,1160,0,1.5,0,2017,대상(주)
9701,청정원사골미역국밥,100,285,62,5,1.9,1,1060,0,1.4,0,2015,대상(주)
9702,청정원사골미역국밥,100,285,62,5,1.9,1,1060,0,1.4,0,2017,대상(주)
9703,청정원포도잼,20,50,12,0,0,9,0,0,0,0,2015,대상(주)
9704,청정원포도잼,20,10,2.4,0,0,2.15,0,0,0,0,2017,대상(주)
9705,청정원사과잼,20,50,12,0,0,12,0,0,0,0,2015,대상(주)
9706,청정원사과잼,20,10,2.4,0,0,2.4,0,0,0,0,2017,대상(주)
9707,청정원후르츠잼,20,50,13,0,0,12,0,0,0,0,2015,대상(주)
9708,청정원후르츠잼,20,10,2.6,0,0,1.97,0,0,0,0,2017,대상(주)
9709,청정원유기농딸기잼,20,50,13,0,0,11,0,0,0,0,2015,대상(주)
9710,청정원유기농딸기잼,20,10,2.6,0,0,2.18,0,0,0,0,2017,대상(주)
9711,청정원유기농블루베리잼,20,48,12,0,0,11,0,0,0,0,2015,대상(주)
9712,청정원유기농블루베리잼,20,9.6,2.4,0,0,2.07,0,0,0,0,2017,대상(주)
9713,청정원그린키위드레싱소스(냉장),100,120,26,0,2,19,360,0,0,0,2015,대상(주)
9714,청정원그린키위드레싱소스(냉장),100,120,26,0,2,19.7,360,0,0,0,2017,대상(주)
9715,청정원블루베리드레싱소스(냉장),100,125,27,0,2,16,360,0,0,0,2015,대상(주)
9716,청정원블루베리드레싱소스(냉장),100,125,27,0,2,16,360,0,0,0,2017,대상(주)
9717,청정원1000아일랜드드레싱(냉장),15,35.25,1.65,0.12,3.15,1.35,82.5,0.75,0.45,0.03,2015,대상(주)
9718,청정원1000아일랜드드레싱(냉장),15,5.29,0.25,0.02,0.47,0.2,12.38,0.11,0.07,0,2017,대상(주)
9719,청정원밥물이다르다강황우린물로만든통새우볶음밥,100,146.67,28.89,3.11,2.22,0.89,324.44,13.33,0.4,0,2015,대상(주)
9720,청정원밥물이다르다강황우린물로만든통새우볶음밥,100,146.67,28.89,3.11,2.22,1.1,324.44,13.33,0.4,0,2017,대상(주)
9721,청정원밥물이다르다표고버섯우린물로만든닭가슴살볶음밥,100,151.11,28.89,4,2.22,0.89,288.89,8.89,0.49,0,2015,대상(주)
9722,청정원밥물이다르다표고버섯우린물로만든닭가슴살볶음밥,100,151.11,28.89,4,2.22,0.89,288.89,8.89,0.49,0,2017,대상(주)
9723,청정원밥물이다르다황태우린물로만든계란야채볶음밥,100,160,31.11,3.11,2.67,0.89,377.78,11.11,0.4,0,2015,대상(주)
9724,청정원밥물이다르다황태우린물로만든계란야채볶음밥,100,160,31.11,3.11,2.67,0.89,377.78,11.11,0.4,0,2017,대상(주)
9725,청정원유기농부침가루,100,350,76,8,1.5,5,670,0,0,0,2015,대상(주)
9726,청정원유기농부침가루,100,350,76,8,1.5,2,670,0,0,0,2017,대상(주)
9727,양송이스프,100,383.9,77.3,6.3,5.5,31.4,1777.36,9.8,3.6,0.24,2014,대상(주)
9728,양송이스프,100,383.9,77.3,6.3,5.5,31.4,1777.36,9.8,3.6,0.24,2017,대상(주)
9729,청정원카레여왕비프,200,330,36,14,14,12,1580,30,8.4,0,2014,대상(주)
9730,청정원카레여왕비프,200,412.5,45,17.5,17.5,13.4,1975,37.5,10.5,0,2017,대상(주)
9731,청정원카레여왕스위트,200,420,54,10,18,16,1420,80,12,0,2014,대상(주)
9732,청정원카레여왕스위트,200,466.67,60,11.11,20,13.4,1577.78,88.89,13.33,0,2017,대상(주)
9733,청정원옛날식짜장,180,351,46.8,9,14.4,21.6,1602,39.6,5.76,0,2014,대상(주)
9734,청정원옛날식짜장,180,351,46.8,9,14.4,25.28,1602,39.6,5.76,0,2017,대상(주)
9735,숯불떡갈비,200,692,44,30,44,14,1680,70,20,0,2014,대상(주)
9736,숯불떡갈비,200,692,44,30,44,12.5,1680,70,20,0,2017,대상(주)
9737,버섯크림스파게티소스,100,170,8,3,14,1,380,25,9,0.6,2014,대상(주)
9738,버섯크림스파게티소스,100,170,8,3,14,1,380,25,9,0.6,2017,대상(주)
9739,새송이버섯&갈릭고르곤졸라스파게티소스,100,150,7,3,12,2,550,15,10,0.5,2014,대상(주)
9740,새송이버섯&갈릭고르곤졸라스파게티소스,100,150,7,3,12,2,550,15,10,0.5,2017,대상(주)
9741,베이컨&까망베르까르보나라스파게티소스,100,165,7,3,14,2,490,15,12,0.6,2014,대상(주)
9742,베이컨&까망베르까르보나라스파게티소스,100,165,7,3,14,2,490,15,12,0.6,2017,대상(주)
9743,손맛살린만찬왕만두,150,360,33,16.5,18,4.5,600,15,5.4,0,2014,대상(주)
9744,손맛살린만찬왕만두,150,385.71,35.36,17.68,19.29,5.66,642.86,16.07,5.79,0,2017,대상(주)
9745,청정원스파게티(SPAGHETTI),100,360.14,77.19,12.45,0.18,3.32,0,0,0.02,0,2013,대상(주)
9746,청정원스파게티(SPAGHETTI),100,360.14,77.19,12.45,0.18,3.57,0,0,0.02,0,2017,대상(주)
9747,청정원옛날식짜장,180,196.02,25.92,5.04,7.92,12.06,889.92,21.96,3.24,0.9,2012,대상(주)
9748,청정원옛날식짜장,180,196.02,25.92,5.04,7.92,25.28,889.92,21.96,3.24,0.9,2017,대상(주)
9749,청정원카레여왕구운마늘&양파,200,181.2,27.6,5,5.6,5,900,17.6,3.8,1,2012,대상(주)
9750,청정원카레여왕구운마늘&양파,200,226.5,34.5,6.25,7,13.4,1125,22,4.75,1.25,2017,대상(주)
9751,청정원카레여왕치킨카레,200,225,28.8,7.6,8.8,8.8,1382,17.6,3.8,1,2012,대상(주)
9752,청정원카레여왕치킨카레,200,281.25,36,9.5,11,13.4,1727.5,22,4.75,1.25,2017,대상(주)
9753,청정원미트토마토스파게티소스,100,94,12,7,2,10,687,0,1,0,2012,대상(주)
9754,청정원미트토마토스파게티소스,100,94,12,7,2,10,687,0,1,0,2017,대상(주)
9755,청정원렌지짱햄버거스테이크,200,311,28,16,15,10,900,40,5,1,2012,대상(주)
9756,청정원렌지짱햄버거스테이크,200,311,28,16,15,10,900,40,5,1,2017,대상(주)
9757,청정원렌지짱소세지야채볶음,200,551,36,14,39,12,1670,30,13,1,2012,대상(주)
9758,청정원렌지짱소세지야채볶음,200,551,36,14,39,12,1670,30,13,1,2017,대상(주)
9759,청정원렌지짱미트볼,200,364,33,13,20,11,1050,40,7,1,2012,대상(주)
9760,청정원렌지짱미트볼,200,364,33,13,20,13.33,1050,40,7,1,2017,대상(주)
9761,청정원카레여왕토마토&치킨,200,187.6,25,7.6,6.2,7.6,812,22.4,3.8,0,2012,대상(주)
9762,청정원카레여왕토마토&치킨,200,234.5,31.25,9.5,7.75,13.4,1015,28,4.75,0,2017,대상(주)
9763,케틀씨솔트,30,45,4.8,0,2.7,0,34.5,0,0.3,0,2013,동서식품
9764,케틀씨솔트,30,48.21,5.14,0,2.89,0,36.96,0,0.32,0,2017,동서식품
9765,케틀허니디종,30,45,4.8,0.6,2.7,0.3,42,0,0.3,0,2013,동서식품
9766,케틀허니디종,30,48.21,5.14,0.64,2.89,0.32,45,0,0.32,0,2017,동서식품
9767,오레오초콜릿샌드위치쿠키,30,147.95,21.78,1.16,6.24,11.07,114.73,0.11,3.71,0.03,2015,동서식품
9768,오레오초콜릿샌드위치쿠키,30,44.39,6.53,0.35,1.87,1.1,34.42,0.03,1.11,0.01,2017,동서식품
9769,초콜릿크림오레오초콜릿샌드위치쿠키,30,147.39,21.6,1.16,6.26,10.54,115.1,0.13,3.71,0.02,2015,동서식품
9770,초콜릿크림오레오초콜릿샌드위치쿠키,30,44.22,6.48,0.35,1.88,0.25,34.53,0.04,1.11,0.01,2017,동서식품
9771,딸기크림오레오초콜릿샌드위치쿠키,30,147.65,21.68,1.16,6.26,10.95,114.73,0.12,3.71,0.02,2015,동서식품
9772,딸기크림오레오초콜릿샌드위치쿠키,30,44.3,6.5,0.35,1.88,1.22,34.42,0.04,1.11,0.01,2017,동서식품
9773,더블딜라이트피넛버터초콜릿크림오레오초콜릿샌드위치쿠키,30,144.86,21.26,1.84,5.83,9.6,128.04,0.08,2.75,0.02,2015,동서식품
9774,더블딜라이트피넛버터초콜릿크림오레오초콜릿샌드위치쿠키,30,43.46,6.38,0.55,1.75,1.8,38.41,0.02,0.82,0.01,2017,동서식품
9775,마일드스위트오레오초콜릿샌드위치쿠키,30,149.31,22.06,1.19,6.26,8.92,114.73,0.04,3.71,0.02,2015,동서식품
9776,마일드스위트오레오초콜릿샌드위치쿠키,30,44.79,6.62,0.36,1.88,1.52,34.42,0.01,1.11,0.01,2017,동서식품
9777,"시리얼,포스트스위트후레이크",30,112.2,25.47,1.98,0.27,N/A,200.4,N/A,N/A,N/A,2006,동서식품
9778,"시리얼,포스트스위트후레이크",30,33.66,7.64,0.59,0.08,N/A,60.12,N/A,N/A,N/A,2017,동서식품
9779,"시리얼,포스트아몬드후레이크",30,126,22.23,2.85,2.85,N/A,171,N/A,N/A,N/A,2006,동서식품
9780,"시리얼,포스트아몬드후레이크",30,37.8,6.67,0.86,0.86,2.61,51.3,N/A,N/A,N/A,2017,동서식품
9781,"시리얼,포스트콘후레이크",30,117.6,25.05,1.95,1.05,N/A,203.7,N/A,N/A,N/A,2006,동서식품
9782,"시리얼,포스트콘후레이크",30,35.28,7.52,0.59,0.32,0.6,61.11,N/A,N/A,N/A,2017,동서식품
9783,"시리얼,포스트현미후레이크",30,106.8,23.97,1.95,0.36,N/A,141.6,N/A,N/A,N/A,2006,동서식품
9784,"시리얼,포스트현미후레이크",30,32.04,7.19,0.59,0.11,2.07,42.48,N/A,N/A,N/A,2017,동서식품
9785,"시리얼,포스트스타베리",30,121.2,26.43,1.53,1.05,N/A,80.4,N/A,N/A,N/A,2006,동서식품
9786,"시리얼,포스트스타베리",30,36.36,7.93,0.46,0.32,3,24.12,N/A,N/A,N/A,2017,동서식품
9787,"시리얼,포스트코코볼",30,6.1,1.3,0.1,0.07,0.47,4.75,N/A,0.06,N/A,2006,동서식품
9788,"시리얼,포스트코코볼",30,6.1,1.3,0.1,0.07,0.47,4.75,N/A,0.06,N/A,2017,동서식품
9789,"시리얼,포스트하니컴",30,121.8,25.29,2.28,1.29,N/A,78.6,N/A,N/A,N/A,2006,동서식품
9790,"시리얼,포스트하니컴",30,36.54,7.59,0.68,0.39,N/A,23.58,N/A,N/A,N/A,2017,동서식품
9791,오레오웨하스스틱초코,30,158.87,19.26,1.61,8.37,9.54,54,3.76,5.46,0.03,2015,동서식품
9792,오레오웨하스스틱초코,30,47.66,5.78,0.48,2.51,2.86,16.2,1.13,1.64,0.01,2017,동서식품
9793,미떼핫초코오리지날,100,419.2,73.3,9,10,55.7,250,3,8.3,0,2015,동서식품
9794,미떼핫초코오리지날,100,419.2,73.3,9,10,58.9,250,3,8.3,0,2017,동서식품
9795,"꿀,아카시아꿀",20,67.2,16.5,0.08,0.1,N/A,1.8,N/A,N/A,N/A,2006,동서식품
9796,"꿀,아카시아꿀",20,13.44,3.3,0.02,0.02,2.77,0.36,N/A,N/A,N/A,2017,동서식품
9797,"꿀,잡화꿀",20,66,16.34,0.02,0.06,N/A,0.2,N/A,N/A,N/A,2006,동서식품
9798,"꿀,잡화꿀",20,13.2,3.27,0,0.01,2.63,0.04,N/A,N/A,N/A,2017,동서식품
9799,미떼핫초코모카,100,428.4,76.3,8.3,10,57,300,3,8,0,2015,동서식품
9800,미떼핫초코모카,100,428.4,76.3,8.3,10,58.9,300,3,8,0,2017,동서식품
9801,미떼핫초코마일드,100,414.3,73.3,10.7,8.7,56.3,290,4,7,0,2015,동서식품
9802,미떼핫초코마일드,100,414.3,73.3,10.7,8.7,58.9,290,4,7,0,2017,동서식품
9803,미떼카카오골드,100,391.9,75.3,9.4,5.9,51.8,350,2,4.7,0,2015,동서식품
9804,미떼카카오골드,100,391.9,75.3,9.4,5.9,58.9,350,2,4.7,0,2017,동서식품
9805,동서핫쵸코,100,430.3,73.3,5.7,12.7,55.3,230,2,12,0,2015,동서식품
9806,동서핫쵸코,100,430.3,73.3,5.7,12.7,58.9,230,2,12,0,2017,동서식품
9807,제티쿠키앤쵸코,100,376.47,94.12,0,0,94.12,88.24,0,0,0,2015,동서식품
9808,제티쿠키앤쵸코,100,376.47,94.12,0,0,82.35,88.24,0,0,0,2017,동서식품
9809,제티1/3라이트,100,400,94.12,5.88,0,58.82,176.47,0,0,0,2015,동서식품
9810,제티1/3라이트,100,400,94.12,5.88,0,82.35,176.47,0,0,0,2017,동서식품
9811,제티쵸코렛맛,100,376.47,88.24,5.88,0,82.35,205.88,0,0,0,2015,동서식품
9812,제티쵸코렛맛,100,376.47,88.24,5.88,0,82.35,205.88,0,0,0,2017,동서식품
9813,제티딸기맛,100,376.47,94.12,0,0,82.35,88.24,0,0,0,2015,동서식품
9814,제티딸기맛,100,376.47,94.12,0,0,82.35,88.24,0,0,0,2017,동서식품
9815,제티바나나맛,100,376.47,94.12,0,0,82.35,88.24,0,0,0,2015,동서식품
9816,제티바나나맛,100,376.47,94.12,0,0,82.35,88.24,0,0,0,2017,동서식품
9817,티오아이스티복숭아맛,200,800,200,0,0,169.23,76.92,0,0,0,2015,동서식품
9818,티오아이스티복숭아맛,200,1600,400,0,0,24.94,153.85,0,0,0,2017,동서식품
9819,티오아이스티레몬맛,200,800,200,0,0,169.23,76.92,0,0,0,2015,동서식품
9820,티오아이스티레몬맛,200,1600,400,0,0,24.8,153.85,0,0,0,2017,동서식품
9821,티오아이스티블루베리맛,200,800,200,0,0,169.23,153.85,0,0,0,2015,동서식품
9822,티오아이스티블루베리맛,200,1600,400,0,0,338.46,307.69,0,0,0,2017,동서식품
9823,"잎새버섯,생것",5,26.45,2.91,0.22,1.55,N/A,5.6,N/A,N/A,N/A,2006,동서식품
9824,"잎새버섯,생것",5,1.32,0.15,0.01,0.08,0.03,0.28,N/A,N/A,N/A,2017,동서식품
9825,맥심웰빙1/2칼로리모카골드마일드커피믹스,200,50,12.2,0.8,3,0,18,0,3,0,2015,동서식품
9826,맥심웰빙1/2칼로리모카골드마일드커피믹스,200,100,24.4,1.6,6,0,36,0,6,0,2017,동서식품
9827,맥심디카페인커피믹스,200,106,20,0.6,2.6,12.2,12.4,0,2.6,0,2015,동서식품
9828,맥심디카페인커피믹스,200,212,40,1.2,5.2,48,24.8,0,5.2,0,2017,동서식품
9829,맥스웰하우스오리지날,200,78.4,15,1,1.6,15,100,2,0.8,0,2015,동서식품
9830,맥스웰하우스오리지날,200,156.8,30,2,3.2,29.72,200,4,1.6,0,2017,동서식품
9831,맥스웰하우스블루엣마일드,200,74.8,15,1,1.2,15,100,2,0.6,0,2015,동서식품
9832,맥스웰하우스블루엣마일드,200,149.6,30,2,2.4,29.72,200,4,1.2,0,2017,동서식품
9833,맥스웰하우스싱글카페,200,69.8,16,1,0.2,15,90,0,0,0,2015,동서식품
9834,맥스웰하우스싱글카페,200,139.6,32,2,0.4,24.44,180,0,0,0,2017,동서식품
9835,맥스웰하우스싱글카페카푸치노,200,92.6,17.2,2.8,1.4,16,120,0,0.6,0,2015,동서식품
9836,맥스웰하우스싱글카페카푸치노,200,185.2,34.4,5.6,2.8,36.92,240,0,1.2,0,2017,동서식품
9837,맥심티오피더블랙,200,5.6,1.4,0,0,0,25.45,0,0,0,2015,동서식품
9838,맥심티오피더블랙,200,11.2,2.8,0,0,0,50.91,0,0,0,2017,동서식품
9839,맥심티오피스위트아메리카노,200,35.2,8.8,0,0,8,26,0,0,0,2015,동서식품
9840,맥심티오피스위트아메리카노,200,70.4,17.6,0,0,16,52,0,0,0,2017,동서식품
9841,맥심티오피마스터라떼,200,78.2,13,1.6,2.2,13,36.36,8,1.6,0,2015,동서식품
9842,맥심티오피마스터라떼,200,156.4,26,3.2,4.4,26.2,72.73,16,3.2,0,2017,동서식품
9843,맥심티오피초콜렛모카,200,84.6,14.6,1.6,2.2,14.6,48,8,1.2,0,2015,동서식품
9844,맥심티오피초콜렛모카,200,169.2,29.2,3.2,4.4,29.08,96,16,2.4,0,2017,동서식품
9845,스타벅스더블샷아메리카노,200,20,5,0,0,5,15,0,0,0,2015,동서식품
9846,스타벅스더블샷아메리카노,200,40,10,0,0,10,30,0,0,0,2017,동서식품
9847,스타벅스더블샷에스프레소마키아또,200,84.5,14,1.5,2.5,14,40,5,1.2,0,2015,동서식품
9848,스타벅스더블샷에스프레소마키아또,200,169,28,3,5,28,80,10,2.4,0,2017,동서식품
9849,스타벅스더블샷돌체에스프레소,200,100.5,18,1.5,2.5,18,60,5,1.2,0,2015,동서식품
9850,스타벅스더블샷돌체에스프레소,200,201,36,3,5,36,120,10,2.4,0,2017,동서식품
9851,스타벅스커피에스프레소,200,104,15,2,4,13,45,5,2,0,2015,동서식품
9852,스타벅스커피에스프레소,200,208,30,4,8,50.68,90,10,4,0,2017,동서식품
9853,"차,결명자차",200,536,103.6,18.2,5.4,N/A,54,N/A,N/A,N/A,2006,동서식품
9854,"차,결명자차",200,1072,207.2,36.4,10.8,N/A,108,N/A,N/A,N/A,2017,동서식품
9855,"녹차,잎말린것,다운령(녹차)",200,648,99,47,7.2,N/A,154,N/A,N/A,N/A,2006,동서식품
9856,"녹차,잎말린것,다운령(녹차)",200,1296,198,94,14.4,0.01,308,N/A,N/A,N/A,2017,동서식품
9857,"녹차,잎말린것,옥설(녹차)",200,652,101,58.6,1.4,N/A,106,N/A,N/A,N/A,2006,동서식품
9858,"녹차,잎말린것,옥설(녹차)",200,1304,202,117.2,2.8,N/A,212,N/A,N/A,N/A,2017,동서식품
9859,"차,보리차",200,684,137.2,25.6,3.6,N/A,40,N/A,N/A,N/A,2006,동서식품
9860,"차,보리차",200,1368,274.4,51.2,7.2,N/A,80,N/A,N/A,N/A,2017,동서식품
9861,"분말차,생강차믹스",200,778,191.8,1.4,0.6,N/A,58,N/A,N/A,N/A,2006,동서식품
9862,"분말차,생강차믹스",200,1556,383.6,2.8,1.2,260.51,116,N/A,N/A,N/A,2017,동서식품
9863,"분말차,쌍화차",200,766,176.2,11,2,N/A,292,N/A,N/A,N/A,2006,동서식품
9864,"분말차,쌍화차",200,1532,352.4,22,4,N/A,584,N/A,N/A,N/A,2017,동서식품
9865,"분말차,쌍화차믹스",200,802,191.6,2,3,N/A,100,N/A,N/A,N/A,2006,동서식품
9866,"분말차,쌍화차믹스",200,1604,383.2,4,6,338.46,200,N/A,N/A,N/A,2017,동서식품
9867,"차,인삼차",150,580.5,142.35,2.25,0.3,N/A,37.5,N/A,N/A,N/A,2006,동서식품
9868,"차,인삼차",150,870.75,213.53,3.38,0.45,19.27,56.25,N/A,N/A,N/A,2017,동서식품
9869,"커피분말,맥스웰화인",200,712,133.8,41,1.4,N/A,258,N/A,N/A,N/A,2006,동서식품
9870,"커피분말,맥스웰화인",200,1424,267.6,82,2.8,N/A,516,N/A,N/A,N/A,2017,동서식품
9871,"커피분말,맥심",200,706,137,37.6,0.8,N/A,232,N/A,N/A,N/A,2006,동서식품
9872,"커피분말,맥심",200,1412,274,75.2,1.6,0,464,N/A,N/A,N/A,2017,동서식품
9873,"캔커피,맥스웰캔커피오리지날",200,82,17.4,1,1,N/A,136,N/A,N/A,N/A,2006,동서식품
9874,"캔커피,맥스웰캔커피오리지날",200,164,34.8,2,2,30.05,272,N/A,N/A,N/A,2017,동서식품
9875,"캔커피,맥스웰캔커피카페오레",200,80,15.4,1.6,1.4,N/A,132,N/A,N/A,N/A,2006,동서식품
9876,"캔커피,맥스웰캔커피카페오레",200,160,30.8,3.2,2.8,N/A,264,N/A,N/A,N/A,2017,동서식품
9877,"커피믹스,맥스웰커피믹스",200,854,165,8.2,18,N/A,256,N/A,N/A,N/A,2006,동서식품
9878,"커피믹스,맥스웰커피믹스",200,1708,330,16.4,36,195.95,512,N/A,N/A,N/A,2017,동서식품
9879,"커피믹스,맥스웰하우스커피믹스",200,864,161,9,22.8,N/A,210,N/A,N/A,N/A,2006,동서식품
9880,"커피믹스,맥스웰하우스커피믹스",200,1728,322,18,45.6,175.21,420,N/A,N/A,N/A,2017,동서식품
9881,"커피믹스,맥심디카페인커피믹스",200,858,147.2,6.2,28,N/A,254,N/A,N/A,N/A,2006,동서식품
9882,"커피믹스,맥심디카페인커피믹스",200,212,40,1.2,5.2,48,24.8,0,5.2,0,2017,동서식품
9883,"커피믹스,맥심커피믹스",200,864,161.2,9.2,21.6,N/A,256,N/A,N/A,N/A,2006,동서식품
9884,"커피믹스,맥심커피믹스",200,1728,322.4,18.4,43.2,196.43,512,N/A,N/A,N/A,2017,동서식품
9885,제티,175,80.5,16.22,1.91,1.05,16.22,47.71,0,0.67,0,2012,동서식품
9886,제티,175,80.5,16.22,1.91,1.05,252.21,47.71,0,0.67,0,2017,동서식품
9887,라이트업,30,111.3,23.4,4.5,0.3,6,171.9,0,0,0,2012,동서식품
9888,라이트업,30,83.48,17.55,3.38,0.23,1.1,128.93,0,0,0,2017,동서식품
9889,라이트업오리지날,30,110.1,23.1,4.5,0.3,6,180,0,0.09,0,2015,동서식품
9890,라이트업오리지날,30,33.03,6.93,1.35,0.09,1.1,54,0,0.03,0,2017,동서식품
9891,라이트업프로틴,30,112.8,22.2,5.63,0.3,5.58,135.6,0,0.1,0,2015,동서식품
9892,라이트업프로틴,30,33.84,6.66,1.69,0.09,1.67,40.68,0,0.03,0,2017,동서식품
9893,프리마,5,1.25,0.14,0.01,0.08,0.02,0.25,0,0.08,0,2015,동서식품
9894,프리마,5,0.06,0.01,0,0,0.03,0.01,0,0,0,2017,동서식품
9895,프리마웰빙1/2라이트,5,1.05,0.18,0.01,0.04,0.03,0.25,0,0.04,0,2015,동서식품
9896,프리마웰빙1/2라이트,5,0.05,0.01,0,0,0.03,0.01,0,0,0,2017,동서식품
9897,콘푸라이트,30,111.6,26.1,1.2,0.51,10.2,154.2,0,0.39,0,2015,동서식품
9898,콘푸라이트,30,33.48,7.83,0.36,0.15,0.6,46.26,0,0.12,0,2017,동서식품
9899,콘푸라이트1/3라이트,30,113.4,25.8,1.29,0.57,6.9,188.7,0,0.39,0,2015,동서식품
9900,콘푸라이트1/3라이트,30,34.02,7.74,0.39,0.17,0.6,56.61,0,0.12,0,2017,동서식품
9901,콘후레이크,30,112.2,24.6,1.83,0.73,1.82,233.28,0,0.63,0,2015,동서식품
9902,콘후레이크,30,33.66,7.38,0.55,0.22,0.6,69.98,0,0.19,0,2017,동서식품
9903,쵸코후레이크,30,115.8,25.2,1.26,1.08,9.6,161.7,0,0.99,0,2015,동서식품
9904,쵸코후레이크,30,34.74,7.56,0.38,0.32,2.88,48.51,0,0.3,0,2017,동서식품
9905,그래놀라블루베리,30,122.1,24.3,1.62,2.04,6.6,124.8,0,0.75,0,2015,동서식품
9906,그래놀라블루베리,30,36.63,7.29,0.49,0.61,3,37.44,0,0.23,0,2017,동서식품
9907,코코볼,30,6.1,1.3,0.1,0.07,0.47,4.75,0,0.06,0,2015,동서식품
9908,코코볼,30,6.1,1.3,0.1,0.07,0.47,4.75,0,0.06,0,2017,동서식품
9909,코코볼정글탐험대,30,6.1,1.3,0.1,0.07,0.47,4.75,0,0.06,0,2015,동서식품
9910,코코볼정글탐험대,30,6.1,1.3,0.1,0.07,0.47,4.75,0,0.06,0,2017,동서식품
9911,코코볼우주탐험대,30,6.1,1.3,0.1,0.07,0.47,4.75,0,0.06,0,2015,동서식품
9912,코코볼우주탐험대,30,6.1,1.3,0.1,0.07,0.47,4.75,0,0.06,0,2017,동서식품
9913,뮤슬리,30,115.8,25.2,1.8,1.29,7.5,32.07,0,0.71,0,2015,동서식품
9914,뮤슬리,30,34.74,7.56,0.54,0.39,1.44,9.62,0,0.21,0,2017,동서식품
9915,크런치쉘초코,30,145.5,20.4,1.5,6.42,11.1,83.1,0.54,1.23,0.03,2015,동서식품
9916,크런치쉘초코,30,43.65,6.12,0.45,1.93,3.33,24.93,0.16,0.37,0.01,2017,동서식품
9917,"통곡물로든든한아침을만들면,건강한칠곡",30,108,24,2.1,0.66,6.3,163.5,0,0.18,0,2015,동서식품
9918,"통곡물로든든한아침을만들면,건강한칠곡",30,32.4,7.2,0.63,0.2,1.89,49.05,0,0.05,0,2017,동서식품
9919,"통곡물로든든한아침을만들면,맛있는단호박",30,111.3,24.9,1.67,0.72,6.42,183.6,0,0.12,0,2015,동서식품
9920,"통곡물로든든한아침을만들면,맛있는단호박",30,33.39,7.47,0.5,0.22,1.93,55.08,0,0.04,0,2017,동서식품
9921,타시모까르때누아라떼마끼아또카라멜향(MondelezDeutschlandProductionGmbH&Co.KG),200,347.6,40.4,12,15.4,40.4,538.4,100,10,0,2015,동서식품
9922,타시모까르때누아라떼마끼아또카라멜향(MondelezDeutschlandProductionGmbH&Co.KG),200,695.2,80.8,24,30.8,30.71,1076.8,200,20,0,2017,동서식품
